NetC;Brindisi;;;;
Stat;Torchiarolo-Via Fanin;;;;
Parm;SO2;NO2;NOX;PM10;PM2.5
;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;ug/m3;ug/m3
;;;;;
;;;;;
21/04/2020 10:00;3,22;3,10;4,96;20,27;10,21
21/04/2020 11:00;3,01;5,35;8,38;;9,45
21/04/2020 12:00;3,00;3,36;5,51;23,44;6,81
21/04/2020 13:00;3,30;3,22;5,40;;6,39
21/04/2020 14:00;3,38;2,89;4,77;12,70;7,43
21/04/2020 15:00;2,78;2,54;4,52;;6,14
21/04/2020 16:00;2,90;3,88;6,10;6,84;6,67
21/04/2020 17:00;3,47;3,33;5,42;;13,42
21/04/2020 18:00;3,24;3,32;5,32;10,50;10,57
21/04/2020 19:00;3,11;3,68;5,64;;11,69
21/04/2020 20:00;3,17;4,50;7,30;14,65;15,45
21/04/2020 21:00;3,43;5,00;6,68;;15,53
21/04/2020 22:00;3,23;3,27;4,58;16,61;11,48
21/04/2020 23:00;2,79;3,75;5,83;;11,66
22/04/2020 00:00;2,13;2,82;4,59;15,87;13,35
22/04/2020 01:00;3,11;4,73;6,79;;10,03
22/04/2020 02:00;3,10;5,82;7,89;21,98;5,45
22/04/2020 03:00;3,27;2,21;4,01;;2,83
22/04/2020 04:00;3,18;2,60;4,29;21,73;2,33
22/04/2020 05:00;2,84;2,52;4,52;;3,59
22/04/2020 06:00;2,16;2,06;4,00;8,79;5,77
22/04/2020 07:00;2,84;3,04;4,45;;5,01
22/04/2020 08:00;2,97;3,00;4,76;8,79;4,17
22/04/2020 09:00;3,44;4,26;6,43;;6,54
22/04/2020 10:00;;;;;8,60
22/04/2020 11:00;;;;;9,33
22/04/2020 12:00;;;;;7,21
22/04/2020 13:00;3,09;5,29;6,80;;11,92
22/04/2020 14:00;3,61;3,58;4,99;;12,55
22/04/2020 15:00;3,19;2,64;4,32;;10,33
22/04/2020 16:00;2,05;2,15;3,51;4,15;10,67
22/04/2020 17:00;2,23;2,02;3,88;;8,92
22/04/2020 18:00;3,36;2,90;4,46;8,06;5,43
22/04/2020 19:00;3,11;3,72;5,56;;5,35
22/04/2020 20:00;3,29;4,56;6,19;6,59;5,93
22/04/2020 21:00;3,12;2,71;4,22;;6,37
22/04/2020 22:00;3,45;1,80;3,25;9,28;5,39
22/04/2020 23:00;3,32;1,56;2,86;;4,97
23/04/2020 00:00;3,03;1,56;3,23;5,62;4,82
23/04/2020 01:00;;1,08;2,78;;2,85
23/04/2020 02:00;2,79;1,23;2,53;10,99;1,15
23/04/2020 03:00;2,89;;;;0,29
23/04/2020 04:00;2,72;1,51;2,91;7,08;
23/04/2020 05:00;2,71;1,95;3,43;;1,72
23/04/2020 06:00;2,71;3,07;4,68;3,42;1,57
23/04/2020 07:00;2,98;3,43;5,44;;0,50
23/04/2020 08:00;2,68;3,62;5,36;3,42;1,26
23/04/2020 09:00;2,53;2,51;4,05;;0,88
23/04/2020 10:00;2,97;2,47;4,03;2,44;0,31
23/04/2020 11:00;3,01;2,86;4,70;;1,64
23/04/2020 12:00;3,04;2,99;4,96;2,20;2,26
23/04/2020 13:00;2,33;2,32;4,07;;1,00
23/04/2020 14:00;;;;;
23/04/2020 15:00;1,29;1,38;1,54;;3,78
23/04/2020 16:00;1,20;1,77;2,05;3,66;
23/04/2020 17:00;1,40;2,27;2,39;;
23/04/2020 18:00;1,41;2,75;3,22;9,52;5,86
23/04/2020 19:00;1,02;2,45;2,69;;3,67
23/04/2020 20:00;1,03;2,91;3,23;5,62;2,14
23/04/2020 21:00;0,84;2,76;3,30;;3,03
23/04/2020 22:00;0,73;2,06;2,51;3,42;6,12
23/04/2020 23:00;0,82;1,61;1,90;;4,29
24/04/2020 00:00;1,04;2,02;2,20;4,40;1,45
24/04/2020 01:00;;3,71;4,16;;
24/04/2020 02:00;1,34;4,85;5,31;2,93;
24/04/2020 03:00;1,12;;;;
24/04/2020 04:00;0,76;5,41;5,94;2,93;
24/04/2020 05:00;0,82;3,88;4,04;;
24/04/2020 06:00;1,04;6,30;6,67;6,11;
24/04/2020 07:00;1,63;7,44;8,41;;
24/04/2020 08:00;0,77;5,66;6,51;6,11;
24/04/2020 09:00;;;;;
24/04/2020 10:00;1,19;3,65;4,78;9,52;
24/04/2020 11:00;1,28;3,82;4,90;;
24/04/2020 12:00;1,42;4,56;5,11;9,52;
24/04/2020 13:00;2,72;5,19;6,09;;
24/04/2020 14:00;2,41;3,97;4,64;9,77;
24/04/2020 15:00;2,59;4,12;4,58;;
24/04/2020 16:00;1,90;4,48;5,16;13,19;
24/04/2020 17:00;1,94;6,44;6,77;;
24/04/2020 18:00;2,08;6,52;7,02;9,04;
24/04/2020 19:00;2,25;8,91;9,56;;
24/04/2020 20:00;1,91;16,90;17,99;11,23;
24/04/2020 21:00;1,68;14,67;15,93;;
24/04/2020 22:00;1,85;5,95;6,56;7,57;
24/04/2020 23:00;1,01;3,79;4,12;;
25/04/2020 00:00;1,39;4,04;4,53;18,32;
25/04/2020 01:00;;3,39;4,12;;20,78
25/04/2020 02:00;1,49;3,75;4,41;13,92;15,43
25/04/2020 03:00;1,01;;;;14,43
25/04/2020 04:00;1,33;3,00;3,88;16,36;16,60
25/04/2020 05:00;2,79;3,66;6,74;;14,16
25/04/2020 06:00;2,31;6,71;13,14;21,98;10,87
25/04/2020 07:00;1,89;5,23;7,14;;9,79
25/04/2020 08:00;1,87;3,47;4,56;21,98;10,77
25/04/2020 09:00;2,20;4,78;6,04;;11,15
25/04/2020 10:00;1,88;3,72;4,46;11,97;10,83
25/04/2020 11:00;2,62;3,65;4,05;;9,37
25/04/2020 12:00;2,84;5,28;5,92;16,61;10,09
25/04/2020 13:00;2,59;4,54;4,84;;9,87
25/04/2020 14:00;2,33;3,94;4,02;9,52;9,75
25/04/2020 15:00;2,81;3,25;3,79;;12,38
25/04/2020 16:00;2,44;2,94;3,70;6,11;10,53
25/04/2020 17:00;1,84;2,78;3,31;;7,81
25/04/2020 18:00;2,23;;;7,81;9,04
25/04/2020 19:00;2,43;2,59;3,07;;8,19
25/04/2020 20:00;2,10;3,18;3,29;10,01;7,80
25/04/2020 21:00;1,59;2,67;2,90;;10,74
25/04/2020 22:00;1,51;3,01;3,75;9,52;10,91
25/04/2020 23:00;2,14;2,52;2,82;;11,62
26/04/2020 00:00;2,47;2,95;3,39;13,43;10,83
26/04/2020 01:00;2,05;2,30;2,34;;11,70
26/04/2020 02:00;1,99;2,40;2,52;17,58;11,94
26/04/2020 03:00;2,54;2,18;2,51;;10,20
26/04/2020 04:00;2,36;1,79;2,31;18,07;7,96
26/04/2020 05:00;2,46;2,91;3,64;;8,91
26/04/2020 06:00;0,67;4,16;5,21;11,97;8,97
26/04/2020 07:00;2,43;7,36;10,97;;8,07
26/04/2020 08:00;1,96;3,88;4,21;11,97;10,81
26/04/2020 09:00;2,24;4,03;4,89;;13,48
26/04/2020 10:00;1,83;4,32;5,25;11,48;12,74
26/04/2020 11:00;1,00;;;;9,27
26/04/2020 12:00;1,80;2,72;3,12;16,12;11,46
26/04/2020 13:00;2,49;3,14;3,63;;11,29
26/04/2020 14:00;2,57;2,59;3,14;14,65;7,70
26/04/2020 15:00;2,86;2,67;3,28;;6,24
26/04/2020 16:00;2,67;2,58;2,70;14,65;5,74
26/04/2020 17:00;2,84;2,78;3,03;;9,17
26/04/2020 18:00;2,70;2,55;2,70;14,16;8,69
26/04/2020 19:00;2,60;2,05;2,19;;5,90
26/04/2020 20:00;2,72;2,09;2,16;10,74;8,82
26/04/2020 21:00;1,91;1,91;2,10;;11,59
26/04/2020 22:00;1,35;2,74;3,08;9,04;10,79
26/04/2020 23:00;1,81;2,10;2,69;;8,96
27/04/2020 00:00;1,94;;;19,78;7,12
27/04/2020 01:00;;1,98;2,33;;6,81
27/04/2020 02:00;2,03;2,22;2,43;13,19;5,32
27/04/2020 03:00;1,88;;;;4,84
27/04/2020 04:00;2,24;9,99;13,85;19,05;6,72
27/04/2020 05:00;1,68;9,71;13,40;;10,75
27/04/2020 06:00;1,94;4,86;5,29;9,52;10,52
27/04/2020 07:00;1,50;5,45;6,37;;7,66
27/04/2020 08:00;1,27;7,01;8,55;9,52;6,76
27/04/2020 09:00;1,99;5,97;6,97;;
27/04/2020 10:00;2,75;5,89;7,16;8,30;
27/04/2020 11:00;2,45;5,45;6,18;;
27/04/2020 12:00;2,43;6,43;6,93;19,54;
27/04/2020 13:00;1,91;8,50;9,36;;
27/04/2020 14:00;2,78;5,81;5,84;10,99;
27/04/2020 15:00;3,66;5,06;5,93;;
27/04/2020 16:00;2,66;3,90;4,23;;
27/04/2020 17:00;1,79;8,66;9,89;;6,42
27/04/2020 18:00;1,85;9,20;10,19;;10,33
27/04/2020 19:00;2,14;10,54;11,18;;9,06
27/04/2020 20:00;1,64;8,82;8,97;;9,36
27/04/2020 21:00;1,67;6,39;6,78;;11,35
27/04/2020 22:00;1,48;5,21;5,76;;10,08
27/04/2020 23:00;1,12;2,89;3,48;;11,58
28/04/2020 00:00;1,70;;;;11,07
28/04/2020 01:00;1,89;3,31;3,90;;7,51
28/04/2020 02:00;2,09;10,69;14,77;;7,83
28/04/2020 03:00;1,52;5,30;6,06;;8,30
28/04/2020 04:00;1,96;3,65;5,46;;7,96
28/04/2020 05:00;2,28;11,58;26,16;;7,01
28/04/2020 06:00;2,20;18,86;66,05;;7,92
28/04/2020 07:00;1,76;19,01;37,64;;9,46
28/04/2020 08:00;1,54;8,68;11,03;;10,17
28/04/2020 09:00;2,32;4,80;6,00;;10,22
28/04/2020 10:00;1,97;4,68;5,28;;9,72
28/04/2020 11:00;2,79;4,08;4,29;;10,64
28/04/2020 12:00;3,81;4,92;5,68;;22,75
28/04/2020 13:00;2,34;3,94;4,30;;17,90
28/04/2020 14:00;2,23;2,99;3,68;;8,81
28/04/2020 15:00;2,16;3,04;3,24;;5,37
28/04/2020 16:00;2,39;3,13;3,29;;2,65
28/04/2020 17:00;2,84;3,50;3,82;;3,55
28/04/2020 18:00;2,65;3,40;3,44;;7,97
28/04/2020 19:00;2,41;3,03;3,47;;9,87
28/04/2020 20:00;2,51;2,55;2,75;;10,93
28/04/2020 21:00;1,94;2,96;3,50;;10,65
28/04/2020 22:00;1,70;2,60;2,86;;9,32
28/04/2020 23:00;1,86;1,99;2,06;;11,53
29/04/2020 00:00;2,39;2,05;2,39;;9,93
29/04/2020 01:00;;1,83;2,02;;7,57
29/04/2020 02:00;2,30;2,03;2,17;;9,43
29/04/2020 03:00;1,94;;;;10,52
29/04/2020 04:00;2,00;4,48;4,81;;9,83
29/04/2020 05:00;2,45;4,77;5,24;;8,92
29/04/2020 06:00;2,59;8,88;9,66;;7,44
29/04/2020 07:00;2,31;14,58;17,63;;6,69
29/04/2020 08:00;1,71;11,91;14,22;;12,04
29/04/2020 09:00;2,47;5,05;5,82;;12,06
29/04/2020 10:00;2,16;4,52;5,58;;8,38
29/04/2020 11:00;2,18;3,61;4,53;;7,34
29/04/2020 12:00;2,27;3,57;4,30;;6,20
29/04/2020 13:00;2,02;3,62;4,25;;4,56
29/04/2020 14:00;2,12;3,06;3,60;;3,22
29/04/2020 15:00;2,45;2,69;2,97;;2,75
29/04/2020 16:00;1,85;2,59;2,84;2,69;3,70
29/04/2020 17:00;1,64;;;;5,42
29/04/2020 18:00;2,04;2,96;3,27;2,44;5,93
29/04/2020 19:00;0,89;2,94;3,15;;5,41
29/04/2020 20:00;1,23;2,67;2,72;8,06;8,03
29/04/2020 21:00;0,20;2,39;2,95;;7,13
29/04/2020 22:00;2,42;3,25;3,55;23,93;6,84
29/04/2020 23:00;2,28;3,10;3,30;;6,10
30/04/2020 00:00;2,28;3,31;3,35;14,65;6,08
30/04/2020 01:00;2,71;5,72;5,89;;7,85
30/04/2020 02:00;2,35;5,80;6,21;12,94;5,53
30/04/2020 03:00;2,17;8,15;8,45;;1,96
30/04/2020 04:00;1,22;12,02;12,63;16,85;3,56
30/04/2020 05:00;1,96;10,22;10,88;;5,15
30/04/2020 06:00;2,64;14,94;16,61;10,26;2,96
30/04/2020 07:00;2,32;10,55;12,44;;3,04
30/04/2020 08:00;2,82;7,04;8,14;10,26;5,49
30/04/2020 09:00;2,35;4,60;5,43;;5,86
30/04/2020 10:00;2,51;3,90;4,44;8,30;5,89
30/04/2020 11:00;2,38;4,19;5,25;;5,17
30/04/2020 12:00;2,58;6,97;8,50;5,86;7,24
30/04/2020 13:00;2,13;2,88;3,77;;16,08
30/04/2020 14:00;2,34;2,79;3,50;9,28;9,71
30/04/2020 15:00;2,50;3,31;3,63;;4,39
30/04/2020 16:00;2,99;6,90;7,87;11,48;5,58
30/04/2020 17:00;2,34;5,22;6,06;;5,43
30/04/2020 18:00;1,98;7,98;8,93;10,74;6,72
30/04/2020 19:00;2,23;7,88;8,44;;6,52
30/04/2020 20:00;1,70;6,90;7,36;17,34;8,09
30/04/2020 21:00;1,92;11,79;12,37;;9,49
30/04/2020 22:00;2,21;8,74;9,26;18,32;7,75
30/04/2020 23:00;1,97;5,39;6,01;;6,52
05/01/20 00:00;1,70;5,14;5,48;17,34;6,81
05/01/20 01:00;;3,91;4,53;;8,18
05/01/20 02:00;1,98;2,30;2,70;27,35;10,01
05/01/20 03:00;2,32;;;;7,25
05/01/20 04:00;1,92;2,15;2,82;17,34;1,97
05/01/20 05:00;2,06;2,29;2,31;;2,09
05/01/20 06:00;2,25;3,34;3,72;11,72;4,11
05/01/20 07:00;2,10;3,59;4,22;;3,26
05/01/20 08:00;2,61;3,95;4,58;11,72;2,07
05/01/20 09:00;2,04;3,40;3,92;;2,97
05/01/20 10:00;2,04;2,64;3,08;10,50;2,91
05/01/20 11:00;2,32;2,60;2,78;;1,88
05/01/20 12:00;1,20;;;6,84;2,10
05/01/20 13:00;1,38;;;;2,64
05/01/20 14:00;1,99;1,92;2,23;6,84;5,84
05/01/20 15:00;2,18;1,79;1,87;;7,65
05/01/20 16:00;1,36;1,83;2,27;4,64;5,37
05/01/20 17:00;1,86;1,85;2,41;;4,00
05/01/20 18:00;2,46;1,82;1,91;3,17;5,89
05/01/20 19:00;2,44;1,77;2,29;;8,18
05/01/20 20:00;2,74;2,87;2,88;7,08;8,12
05/01/20 21:00;2,55;2,66;3,22;;10,71
05/01/20 22:00;2,09;2,49;2,60;12,45;12,38
05/01/20 23:00;1,20;2,48;2,57;;12,44
05/02/20 00:00;1,28;3,30;3,71;18,07;9,72
05/02/20 01:00;2,46;3,62;3,98;;7,77
05/02/20 02:00;2,58;;;18,80;8,49
05/02/20 03:00;2,06;4,64;4,76;;7,41
05/02/20 04:00;2,29;4,50;4,70;14,16;4,15
05/02/20 05:00;2,89;4,00;4,47;;3,89
05/02/20 06:00;2,65;8,00;8,61;7,57;5,69
05/02/20 07:00;2,08;4,77;5,37;;10,21
05/02/20 08:00;2,91;5,82;6,71;7,57;9,90
05/02/20 09:00;2,64;5,12;5,80;;8,83
05/02/20 10:00;2,31;3,61;4,01;14,90;8,61
05/02/20 11:00;2,82;3,02;3,38;;8,83
05/02/20 12:00;2,34;3,03;3,47;11,48;8,42
05/02/20 13:00;2,46;3,11;3,60;;7,77
05/02/20 14:00;2,31;4,15;4,36;10,26;8,52
05/02/20 15:00;1,99;4,33;5,95;;8,20
05/02/20 16:00;2,37;3,56;4,73;9,28;6,89
05/02/20 17:00;2,02;2,32;2,88;;4,97
05/02/20 18:00;2,64;5,32;6,38;18,32;5,52
05/02/20 19:00;2,38;6,10;6,91;;5,86
05/02/20 20:00;2,57;7,23;8,46;21,25;5,32
05/02/20 21:00;2,91;5,73;6,80;;4,50
05/02/20 22:00;2,55;4,29;5,15;13,43;5,15
05/02/20 23:00;2,45;3,00;4,06;;6,00
05/03/20 00:00;3,19;3,92;4,64;13,19;4,60
05/03/20 01:00;;5,36;9,86;;4,44
05/03/20 02:00;1,68;4,84;5,87;16,61;5,08
05/03/20 03:00;2,04;;;;4,82
05/03/20 04:00;2,53;5,59;9,28;9,28;2,88
05/03/20 05:00;2,91;5,15;8,93;;1,83
05/03/20 06:00;2,54;5,43;12,05;4,15;1,65
05/03/20 07:00;2,61;3,37;5,80;;1,71
05/03/20 08:00;0,75;3,76;5,79;4,15;3,92
05/03/20 09:00;2,13;4,67;6,51;;5,39
05/03/20 10:00;2,70;4,68;6,19;13,92;4,37
05/03/20 11:00;0,41;5,54;6,77;;2,16
05/03/20 12:00;1,74;3,74;4,59;14,90;3,06
05/03/20 13:00;2,38;3,92;5,16;;3,48
05/03/20 14:00;2,47;3,79;4,76;8,55;1,17
05/03/20 15:00;2,41;5,34;6,48;;1,70
05/03/20 16:00;2,62;4,79;6,13;5,13;3,32
05/03/20 17:00;3,03;4,60;5,65;;2,55
05/03/20 18:00;2,84;6,73;7,47;11,48;2,23
05/03/20 19:00;0,97;2,04;2,25;;2,07
05/03/20 20:00;2,28;2,91;2,96;7,08;3,00
05/03/20 21:00;2,70;;;;4,24
05/03/20 22:00;2,28;1,72;1,81;6,11;8,01
05/03/20 23:00;2,23;3,09;3,35;;7,26
05/04/20 00:00;2,29;2,18;2,45;9,28;5,13
05/04/20 01:00;2,05;2,12;2,21;;5,27
05/04/20 02:00;2,20;2,53;2,57;12,70;7,78
05/04/20 03:00;0,27;2,95;3,28;;8,24
05/04/20 04:00;1,72;3,13;3,58;10,01;7,65
05/04/20 05:00;2,59;1,99;2,18;;5,38
05/04/20 06:00;2,67;2,94;3,41;8,55;6,18
05/04/20 07:00;2,48;4,08;4,40;;6,33
05/04/20 08:00;2,81;2,26;2,45;8,55;4,56
05/04/20 09:00;1,26;3,72;4,08;;4,02
05/04/20 10:00;2,75;4,70;5,96;8,30;3,44
05/04/20 11:00;2,17;5,07;5,77;;3,82
05/04/20 12:00;0,74;3,83;4,12;10,99;4,47
05/04/20 13:00;1,80;2,66;3,17;;5,16
05/04/20 14:00;1,99;2,37;2,67;14,41;5,31
05/04/20 15:00;1,31;2,31;2,41;;3,31
05/04/20 16:00;1,62;2,25;2,30;11,23;2,55
05/04/20 17:00;0,95;2,08;2,08;;2,22
05/04/20 18:00;2,11;2,46;2,72;8,06;1,65
05/04/20 19:00;1,33;3,86;4,20;;5,12
05/04/20 20:00;1,94;3,78;3,80;6,59;6,78
05/04/20 21:00;1,69;4,54;4,57;;7,56
05/04/20 22:00;1,74;4,57;4,97;11,48;6,75
05/04/20 23:00;2,05;5,88;6,11;;5,81
05/05/20 00:00;2,34;6,99;7,60;11,97;5,06
05/05/20 01:00;;16,97;17,82;;4,23
05/05/20 02:00;2,62;6,50;6,83;14,65;6,46
05/05/20 03:00;2,57;;;;7,00
05/05/20 04:00;2,05;10,69;11,15;13,68;5,29
05/05/20 05:00;2,22;9,75;9,99;;3,47
05/05/20 06:00;1,96;18,64;21,40;10,26;4,41
05/05/20 07:00;2,29;15,82;20,02;;6,26
05/05/20 08:00;2,07;10,88;13,42;10,26;8,81
05/05/20 09:00;2,70;8,20;9,78;;7,05
05/05/20 10:00;2,93;5,37;6,22;8,30;3,11
05/05/20 11:00;2,44;4,07;4,86;;5,24
05/05/20 12:00;2,03;3,70;4,17;7,81;4,35
05/05/20 13:00;2,05;3,70;4,22;;0,93
05/05/20 14:00;1,87;3,03;3,43;7,81;
05/05/20 15:00;2,18;3,49;4,09;;
05/05/20 16:00;1,83;3,55;3,86;5,13;1,32
05/05/20 17:00;1,69;3,67;3,78;;1,95
05/05/20 18:00;1,62;3,98;4,09;6,35;0,70
05/05/20 19:00;1,57;4,94;5,33;;1,32
05/05/20 20:00;1,66;6,44;7,05;4,15;2,71
05/05/20 21:00;2,02;7,74;8,01;;3,44
05/05/20 22:00;2,27;12,53;13,03;2,93;7,08
05/05/20 23:00;1,96;8,16;8,57;;12,77
05/06/20 00:00;2,19;3,79;4,03;9,28;10,46
05/06/20 01:00;1,53;3,04;3,35;;8,03
05/06/20 02:00;2,05;8,47;9,10;11,23;7,13
05/06/20 03:00;2,03;12,61;13,52;;5,86
05/06/20 04:00;2,50;2,68;3,22;18,32;7,02
05/06/20 05:00;2,63;7,48;8,36;;6,06
05/06/20 06:00;2,68;11,68;13,99;16,85;6,73
05/06/20 07:00;1,10;9,39;11,71;;6,63
05/06/20 08:00;1,58;8,58;11,30;16,85;7,79
05/06/20 09:00;2,58;7,01;8,76;;15,93
05/06/20 10:00;2,65;6,64;7,98;19,05;12,27
05/06/20 11:00;2,41;6,75;7,93;;7,15
05/06/20 12:00;2,56;5,39;6,28;18,56;8,23
05/06/20 13:00;2,59;4,66;5,68;;9,30
05/06/20 14:00;2,60;3,27;3,97;10,01;11,56
05/06/20 15:00;2,29;3,30;3,94;;9,83
05/06/20 16:00;;4,71;5,60;12,45;8,15
05/06/20 17:00;2,53;3,86;4,30;;12,22
05/06/20 18:00;2,80;7,84;8,94;13,19;13,93
05/06/20 19:00;2,90;6,23;6,86;;10,63
05/06/20 20:00;2,46;3,52;4,09;11,72;9,63
05/06/20 21:00;1,86;4,01;4,45;;8,02
05/06/20 22:00;2,47;3,03;3,52;21,98;6,35
05/06/20 23:00;1,03;;;;5,52
05/07/20 00:00;1,52;;;24,66;6,52
05/07/20 01:00;;1,61;1,82;;4,68
05/07/20 02:00;1,90;1,19;1,52;24,66;1,17
05/07/20 03:00;2,50;;;;
05/07/20 04:00;2,43;1,60;1,86;13,19;1,12
05/07/20 05:00;2,17;1,52;1,72;;3,91
05/07/20 06:00;2,70;2,09;2,12;8,06;5,02
05/07/20 07:00;2,61;2,39;2,66;;3,01
05/07/20 08:00;2,47;2,11;2,63;8,06;2,41
05/07/20 09:00;2,03;2,01;2,55;;5,41
05/07/20 10:00;2,08;1,61;1,70;4,64;5,53
05/07/20 11:00;0,24;1,53;1,59;;6,48
05/07/20 12:00;1,65;1,41;1,72;5,37;7,63
05/07/20 13:00;2,18;1,87;1,94;;
05/07/20 14:00;2,57;3,09;3,57;10,74;
05/07/20 15:00;1,89;;;;
05/07/20 16:00;1,50;2,17;2,32;8,06;
05/07/20 17:00;1,05;2,27;2,43;;
05/07/20 18:00;1,12;3,04;3,42;8,30;
05/07/20 19:00;1,56;2,55;2,84;;
05/07/20 20:00;1,48;3,59;3,82;9,04;
05/07/20 21:00;1,54;3,44;3,89;;
05/07/20 22:00;1,78;;;13,43;
05/07/20 23:00;1,08;3,01;3,14;;
05/08/20 00:00;1,37;2,62;2,74;12,94;
05/08/20 01:00;1,44;;;;
05/08/20 02:00;1,14;2,52;2,65;19,78;
05/08/20 03:00;1,25;;;;
05/08/20 04:00;1,33;;;19,05;
05/08/20 05:00;1,41;4,31;4,54;;
05/08/20 06:00;1,56;7,75;8,25;11,23;
05/08/20 07:00;1,81;8,30;9,42;;
05/08/20 08:00;1,38;5,45;5,91;11,23;
05/08/20 09:00;1,52;4,37;5,06;;
05/08/20 10:00;1,98;3,96;4,57;10,74;
05/08/20 11:00;2,04;4,13;4,73;;
05/08/20 12:00;2,74;5,30;6,27;11,23;
05/08/20 13:00;2,46;4,07;4,40;;
05/08/20 14:00;3,46;6,36;7,31;19,05;
05/08/20 15:00;3,08;5,47;5,92;;2,94
05/08/20 16:00;3,08;7,18;8,14;20,51;4,19
05/08/20 17:00;3,24;8,12;9,02;;6,03
05/08/20 18:00;2,40;9,64;10,37;16,12;8,43
05/08/20 19:00;1,30;4,93;5,21;;9,86
05/08/20 20:00;1,04;8,46;9,20;8,55;9,35
05/08/20 21:00;1,51;13,17;14,07;;19,07
05/08/20 22:00;1,45;23,11;24,46;14,16;19,36
05/08/20 23:00;1,87;16,16;18,06;;11,08
05/09/20 00:00;1,46;7,61;8,05;28,57;12,79
05/09/20 01:00;;14,98;16,91;;14,65
05/09/20 02:00;1,97;20,80;27,36;28,57;13,13
05/09/20 03:00;2,18;;;;12,35
05/09/20 04:00;1,40;29,33;53,86;23,93;14,50
05/09/20 05:00;1,57;27,69;47,03;;13,85
05/09/20 06:00;1,92;22,85;30,26;19,78;11,83
05/09/20 07:00;2,40;25,84;32,28;;11,19
05/09/20 08:00;2,40;8,89;9,89;19,78;11,60
05/09/20 09:00;2,41;5,25;5,59;;10,43
05/09/20 10:00;1,47;5,05;5,24;21,00;7,60
05/09/20 11:00;0,54;3,79;4,21;;7,37
05/09/20 12:00;2,15;3,46;3,85;14,16;7,15
05/09/20 13:00;2,42;2,64;2,86;;7,06
05/09/20 14:00;1,80;;;9,77;8,31
05/09/20 15:00;1,66;3,06;3,42;;8,15
05/09/20 16:00;2,60;2,89;3,23;14,41;4,45
05/09/20 17:00;3,04;3,03;3,46;;2,64
05/09/20 18:00;2,60;3,98;4,14;11,72;7,46
05/09/20 19:00;2,45;3,47;3,67;;10,03
05/09/20 20:00;2,36;4,38;4,64;12,70;8,10
05/09/20 21:00;2,73;6,24;6,61;;11,55
05/09/20 22:00;2,57;6,39;6,56;12,45;13,99
05/09/20 23:00;2,36;3,45;3,76;;12,81
05/10/20 00:00;2,60;2,43;2,54;16,61;10,73
05/10/20 01:00;2,15;1,89;2,15;;9,79
05/10/20 02:00;2,29;;;21,25;8,66
05/10/20 03:00;2,42;;;;6,17
05/10/20 04:00;2,65;;;17,34;6,03
05/10/20 05:00;2,54;1,73;1,78;;7,25
05/10/20 06:00;2,41;2,32;2,49;13,68;7,28
05/10/20 07:00;2,18;2,38;2,81;;6,81
05/10/20 08:00;1,91;2,82;3,16;13,68;5,40
05/10/20 09:00;1,88;2,93;3,52;;6,66
05/10/20 10:00;2,54;4,34;4,72;12,94;8,71
05/10/20 11:00;1,91;5,43;6,17;;11,63
05/10/20 12:00;2,63;3,36;3,59;12,94;12,22
05/10/20 13:00;1,85;2,48;2,88;;9,18
05/10/20 14:00;1,68;2,27;2,39;12,45;5,77
05/10/20 15:00;1,82;1,86;2,05;;5,91
05/10/20 16:00;2,03;1,85;1,94;16,61;6,54
05/10/20 17:00;2,08;2,11;2,51;;6,05
05/10/20 18:00;2,32;2,29;2,53;13,92;4,87
05/10/20 19:00;2,32;2,59;2,92;;5,75
05/10/20 20:00;2,43;3,35;3,64;15,14;8,39
05/10/20 21:00;2,48;3,32;3,85;;8,92
05/10/20 22:00;2,17;2,71;2,79;17,09;8,00
05/10/20 23:00;2,58;2,54;2,97;;7,27
05/11/20 00:00;2,58;2,35;2,57;16,61;7,98
05/11/20 01:00;;1,73;1,75;;6,86
05/11/20 02:00;2,12;;;15,87;4,71
05/11/20 03:00;1,69;;;;5,88
05/11/20 04:00;2,69;;;13,92;7,60
05/11/20 05:00;2,66;3,20;3,37;;10,10
05/11/20 06:00;3,24;7,10;7,69;11,72;11,31
05/11/20 07:00;2,94;7,24;7,65;;9,97
05/11/20 08:00;2,47;5,48;6,08;11,72;9,18
05/11/20 09:00;2,88;4,18;4,81;;8,99
05/11/20 10:00;2,83;3,63;4,04;10,99;8,12
05/11/20 11:00;2,19;4,00;4,06;;6,33
05/11/20 12:00;2,02;3,60;3,64;6,35;5,51
05/11/20 13:00;2,45;2,64;3,25;;5,32
05/11/20 14:00;2,29;2,56;2,95;3,66;5,20
05/11/20 15:00;2,07;2,47;2,47;;7,46
05/11/20 16:00;2,83;2,87;3,09;5,37;7,49
05/11/20 17:00;2,84;3,31;3,42;;7,09
05/11/20 18:00;3,11;2,99;3,28;14,65;10,92
05/11/20 19:00;2,81;3,15;3,46;;11,09
05/11/20 20:00;2,77;4,14;4,58;14,90;12,43
05/11/20 21:00;2,22;;;;14,11
05/11/20 22:00;2,92;;;18,56;15,58
05/11/20 23:00;3,04;2,03;2,21;;15,58
05/12/20 00:00;3,14;2,14;2,57;30,04;14,99
05/12/20 01:00;2,82;3,90;4,67;;13,11
05/12/20 02:00;2,88;2,62;2,91;40,05;8,92
05/12/20 03:00;2,95;3,11;3,42;;5,53
