Stat;EN02;;;;;;;
Parm;PM10;PM2.5;NOX;NO;NO2;CO;O3;
Unit;ug/m3;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3 293K;
28/04/20 06:00;14;8;69,02;7,54;57,57;;19,42;
28/04/20 07:00;15;9;65,47;9,52;50,98;0,28;31,43;
28/04/20 08:00;15;9;25,05;4,14;18,83;0,23;69,63;
28/04/20 09:00;15;10;13,56;2,27;10,19;0,22;83,95;
28/04/20 10:00;17;13;14,72;2,37;11,20;0,22;87,97;
28/04/20 11:00;20;16;18,71;2,66;14,74;0,25;93,12;
28/04/20 12:00;21;17;20,47;2,66;16,50;0,24;102,41;
28/04/20 13:00;23;19;18,69;2,23;15,38;0,23;107,94;
28/04/20 14:00;24;21;19,06;1,67;16,60;0,23;104,00;
28/04/20 15:00;25;20;20,53;2,13;17,37;0,23;91,91;
28/04/20 16:00;21;18;14,78;1,67;12,33;0,23;88,02;
28/04/20 17:00;22;18;15,65;1,81;12,98;0,23;82,02;
28/04/20 18:00;21;17;8,40;1,17;6,70;0,19;83,37;
28/04/20 19:00;21;17;8,21;1,06;6,69;0,19;80,76;
28/04/20 20:00;23;17;12,19;1,03;10,72;0,22;65,65;
28/04/20 21:00;20;14;10,13;1,01;8,69;0,22;;
28/04/20 22:00;17;11;11,88;1,00;10,46;0,22;61,46;
28/04/20 23:00;16;9;11,93;0,98;10,54;0,22;60,46;
29/04/20 00:00;15;8;8,63;0,97;7,24;0,22;62,43;
29/04/20 01:00;16;8;16,11;1,19;14,39;0,23;51,48;
29/04/20 02:00;15;8;22,64;1,94;19,77;0,23;43,15;
29/04/20 03:00;15;7;20,65;1,11;19,06;0,23;39,13;
29/04/20 04:00;14;6;24,37;1,10;22,79;0,23;34,87;
29/04/20 05:00;14;5;28,04;1,24;26,25;0,23;40,81;
29/04/20 06:00;14;5;29,22;2,43;25,60;0,24;46,73;
29/04/20 07:00;13;5;23,20;3,48;17,97;0,23;65,36;
29/04/20 08:00;13;5;23,19;4,82;15,91;0,20;71,53;
29/04/20 09:00;15;7;16,51;3,94;10,61;0,19;78,93;
29/04/20 10:00;16;10;19,93;4,64;12,95;0,19;77,69;
29/04/20 11:00;18;14;40,71;9,58;26,33;0,19;78,45;
29/04/20 12:00;19;14;27,78;6,06;18,78;0,18;83,06;
29/04/20 13:00;21;16;13,49;2,45;9,84;0,19;88,94;
29/04/20 14:00;22;18;8,92;1,32;7,01;0,19;93,20;
29/04/20 15:00;23;19;15,63;1,62;13,25;0,19;93,90;
29/04/20 16:00;22;18;16,19;1,70;13,70;0,19;94,43;
29/04/20 17:00;20;15;12,96;1,90;10,16;0,16;91,97;
29/04/20 18:00;20;17;6,65;1,16;4,98;0,15;87,78;
29/04/20 19:00;20;16;7,27;1,15;5,62;0,16;85,00;
29/04/20 20:00;19;13;6,51;1,01;5,07;0,17;;
29/04/20 21:00;17;10;6,51;0,93;5,18;0,18;80,74;
29/04/20 22:00;13;7;8,74;1,07;7,22;0,18;78,02;
29/04/20 23:00;11;5;8,47;0,92;7,16;0,18;75,95;
30/04/20 00:00;9;5;8,00;0,93;6,68;0,18;78,76;
30/04/20 01:00;;4;5,46;0,91;4,17;0,16;83,00;
30/04/20 02:00;;4;4,73;0,93;3,41;0,15;85,65;
30/04/20 03:00;;4;8,28;0,95;6,94;0,16;78,57;
30/04/20 04:00;;4;23,56;2,69;19,58;0,16;60,80;
30/04/20 05:00;;4;40,67;3,94;34,73;0,17;50,63;
30/04/20 06:00;;5;26,22;1,90;23,41;0,21;57,77;
30/04/20 07:00;;7;29,81;3,78;24,12;0,28;60,44;
30/04/20 08:00;;5;21,53;3,24;16,67;0,23;70,63;
30/04/20 09:00;;9;20,49;4,50;13,70;0,30;73,16;
30/04/20 10:00;;16;27,80;6,59;17,80;0,38;77,59;
30/04/20 11:00;;25;45,46;16,46;20,52;0,22;81,05;
30/04/20 12:00;;30;20,26;4,44;13,55;0,26;84,87;
30/04/20 13:00;;32;11,21;2,24;7,89;0,17;88,75;
30/04/20 14:00;;34;7,27;1,36;5,30;0,17;91,96;
30/04/20 15:00;;34;6,91;1,30;5,03;0,18;91,90;
30/04/20 16:00;;32;9,01;1,52;6,79;0,19;94,15;
30/04/20 17:00;;31;12,32;1,61;9,96;0,21;95,15;
30/04/20 18:00;;29;16,95;1,67;14,50;0,20;90,09;
30/04/20 19:00;;26;14,08;1,04;12,61;0,21;;
30/04/20 20:00;;23;14,11;1,00;12,68;0,21;77,48;
30/04/20 21:00;;19;19,54;1,13;17,92;0,22;60,99;
30/04/20 22:00;;18;20,62;1,15;18,96;0,24;58,24;
30/04/20 23:00;;12;12,45;1,07;10,89;0,20;65,18;
01/05/20 00:00;;9;12,29;0,96;10,93;0,18;62,30;
01/05/20 01:00;12;7;8,87;0,95;7,52;0,17;70,63;
01/05/20 02:00;11;5;7,40;1,05;5,89;0,16;77,82;
01/05/20 03:00;11;5;11,09;1,03;9,61;0,16;65,48;
01/05/20 04:00;9;5;8,32;0,97;6,93;0,17;63,10;
01/05/20 05:00;9;4;6,16;0,93;4,84;0,16;76,35;
01/05/20 06:00;8;4;6,98;1,02;5,51;0,16;76,85;
01/05/20 07:00;9;4;7,30;1,18;5,59;0,17;81,04;
01/05/20 08:00;9;4;7,30;1,18;5,60;0,18;79,44;
01/05/20 09:00;9;5;8,30;1,36;6,31;0,20;82,44;
01/05/20 10:00;11;7;5,51;1,16;3,84;0,19;88,55;
01/05/20 11:00;14;10;7,31;1,17;5,62;0,20;87,31;
01/05/20 12:00;15;11;7,79;1,25;5,99;0,21;90,31;
01/05/20 13:00;15;11;8,12;1,26;6,29;0,19;94,18;
01/05/20 14:00;17;15;7,73;1,23;5,95;0,17;96,14;
01/05/20 15:00;18;16;6,05;1,15;4,39;0,17;97,93;
01/05/20 16:00;18;15;7,90;1,17;6,21;0,15;94,07;
01/05/20 17:00;20;17;9,08;1,20;7,34;0,16;94,13;
01/05/20 18:00;19;15;11,22;1,24;9,42;0,17;;
01/05/20 19:00;18;15;10,51;1,08;8,97;0,17;85,80;
01/05/20 20:00;18;13;8,99;1,03;7,51;0,16;78,16;
01/05/20 21:00;18;12;11,31;0,97;9,93;0,19;71,56;
01/05/20 22:00;15;8;7,52;0,95;6,16;0,16;72,09;
01/05/20 23:00;13;7;7,77;0,96;6,40;0,17;72,94;
02/05/20 00:00;11;6;6,86;0,93;5,54;0,17;76,02;
02/05/20 01:00;11;6;7,74;0,95;6,38;0,17;73,77;
02/05/20 02:00;11;5;7,64;0,98;6,26;0,17;71,96;
02/05/20 03:00;11;4;9,69;0,98;8,30;0,17;62,61;
02/05/20 04:00;10;4;11,58;0,95;10,22;0,16;61,71;
02/05/20 05:00;9;4;8,81;0,97;7,44;0,16;72,35;
02/05/20 06:00;8;4;11,79;1,20;10,05;0,15;73,65;
02/05/20 07:00;9;4;15,76;1,93;12,91;0,18;70,92;
02/05/20 08:00;10;4;15,78;2,65;11,83;0,18;69,73;
02/05/20 09:00;12;6;24,46;4,96;16,98;0,17;64,14;
02/05/20 10:00;14;8;31,60;7,81;19,83;0,18;58,27;
02/05/20 11:00;16;11;16,54;3,78;10,87;0,19;63,50;
02/05/20 12:00;18;11;9,24;1,46;7,12;0,20;65,33;
02/05/20 13:00;21;13;10,94;1,65;8,52;0,21;59,65;
02/05/20 14:00;22;13;10,83;1,57;8,53;0,21;57,02;
02/05/20 15:00;18;9;7,01;1,44;4,91;0,21;61,55;
02/05/20 16:00;12;4;14,97;3,78;9,30;0,18;66,62;
02/05/20 17:00;12;6;22,43;5,59;14,12;0,17;;
02/05/20 18:00;15;11;17,10;4,19;10,82;0,19;57,04;
02/05/20 19:00;17;12;9,93;1,10;8,35;0,19;57,43;
02/05/20 20:00;19;12;20,26;1,35;18,30;0,21;41,19;
02/05/20 21:00;17;10;22,79;1,52;20,56;0,25;32,21;
02/05/20 22:00;15;7;15,95;1,15;14,30;0,24;29,31;
02/05/20 23:00;11;4;11,24;1,07;9,71;0,22;35,37;
03/05/20 00:00;10;4;9,30;0,97;7,93;0,20;40,63;
03/05/20 01:00;11;4;10,20;1,01;8,76;0,21;37,70;
03/05/20 02:00;11;4;9,64;1,13;8,02;0,21;34,86;
03/05/20 03:00;11;4;10,24;1,11;8,65;0,20;22,96;
03/05/20 04:00;11;4;11,07;1,09;9,50;0,21;21,00;
03/05/20 05:00;11;4;11,53;1,03;10,06;0,21;25,52;
03/05/20 06:00;12;5;20,95;2,16;17,75;0,26;22,06;
03/05/20 07:00;12;6;11,82;1,97;8,92;0,28;40,97;
03/05/20 08:00;14;7;11,13;1,78;8,51;0,27;53,14;
03/05/20 09:00;15;8;8,89;1,64;6,50;0,24;58,03;
03/05/20 10:00;15;9;8,51;1,57;6,19;0,23;60,72;
03/05/20 11:00;18;13;5,87;1,20;4,14;0,22;63,66;
03/05/20 12:00;18;15;5,84;1,25;4,04;0,20;75,29;
03/05/20 13:00;16;15;5,05;1,10;3,48;0,17;87,52;
03/05/20 14:00;16;16;5,03;1,09;3,46;0,16;92,57;
03/05/20 15:00;17;16;4,41;1,05;2,91;0,15;96,44;
03/05/20 16:00;17;15;3,95;0,98;2,56;0,16;;
03/05/20 17:00;18;15;4,55;0,95;3,20;0,17;99,52;
03/05/20 18:00;19;14;6,08;1,01;4,65;0,18;95,86;
03/05/20 19:00;18;11;8,12;1,08;6,58;0,20;83,12;
03/05/20 20:00;13;6;8,09;1,08;6,55;0,19;80,73;
03/05/20 21:00;10;4;12,53;1,20;10,80;0,20;76,86;
03/05/20 22:00;9;4;6,66;1,00;5,24;0,19;90,39;
03/05/20 23:00;8;4;7,52;1,04;6,04;0,19;87,95;
04/05/20 00:00;8;4;8,48;1,07;6,95;0,18;81,87;
04/05/20 01:00;8;4;9,70;1,07;8,16;0,19;76,10;
04/05/20 02:00;8;4;10,56;1,01;9,13;0,20;68,70;
04/05/20 03:00;8;4;7,96;0,96;6,60;0,19;67,15;
04/05/20 04:00;8;4;7,04;0,94;5,70;0,19;68,67;
04/05/20 05:00;9;4;12,02;1,35;10,06;0,19;64,61;
04/05/20 06:00;11;6;13,63;1,78;11,00;0,23;66,41;
04/05/20 07:00;9;4;17,34;2,64;13,40;0,21;67,44;
04/05/20 08:00;9;4;21,20;3,68;15,67;0,22;73,08;
04/05/20 09:00;9;4;11,38;2,00;8,43;0,20;85,96;
04/05/20 10:00;10;4;10,38;1,99;7,44;0,19;93,52;
04/05/20 11:00;11;6;8,55;1,88;5,80;0,19;94,87;
04/05/20 12:00;11;8;7,82;1,64;5,41;0,18;94,16;
04/05/20 13:00;12;8;7,16;1,45;5,08;0,18;96,00;
04/05/20 14:00;12;8;6,51;1,30;4,62;0,17;96,18;
04/05/20 15:00;13;9;5,62;1,23;3,84;0,16;;
04/05/20 16:00;15;12;5,49;1,21;3,74;0,14;97,05;
04/05/20 17:00;16;14;5,13;1,09;3,57;0,13;97,51;
04/05/20 18:00;17;14;5,82;1,10;4,25;0,13;99,75;
04/05/20 19:00;17;14;5,94;0,98;4,54;0,14;98,15;
04/05/20 20:00;22;18;13,03;1,17;11,35;0,18;88,36;
04/05/20 21:00;17;10;18,72;1,04;17,24;0,19;73,55;
04/05/20 22:00;16;8;19,73;1,04;18,25;0,22;61,22;
04/05/20 23:00;13;5;12,69;1,05;11,19;0,17;60,07;
05/05/20 00:00;9;4;12,04;1,01;10,60;0,14;65,55;
05/05/20 01:00;8;3;9,81;0,94;8,47;0,12;70,96;
05/05/20 02:00;8;3;9,36;0,94;8,02;0,11;73,11;
05/05/20 03:00;8;3;10,82;1,00;9,40;0,10;69,97;
05/05/20 04:00;8;3;22,61;1,09;21,05;0,11;46,20;
05/05/20 05:00;8;3;44,42;2,22;41,13;0,12;31,18;
05/05/20 06:00;9;4;76,20;10,35;60,44;0,15;19,82;
05/05/20 07:00;10;5;75,89;14,19;54,24;0,21;32,39;
05/05/20 08:00;14;7;50,31;7,54;38,85;0,26;64,65;
05/05/20 09:00;16;10;31,42;4,00;25,39;0,21;85,20;
05/05/20 10:00;18;14;22,39;2,82;18,16;0,19;103,45;
05/05/20 11:00;21;18;25,80;3,34;20,79;0,20;103,40;
05/05/20 12:00;22;20;19,98;2,54;16,19;0,16;112,39;
05/05/20 13:00;23;22;15,45;1,96;12,55;0,15;123,06;
05/05/20 14:00;24;22;16,46;2,04;13,44;0,15;;
05/05/20 15:00;25;22;18,65;2,14;15,47;0,17;117,98;
05/05/20 16:00;24;21;25,18;2,63;21,25;0,18;104,75;
05/05/20 17:00;23;20;27,36;2,14;24,19;0,20;92,16;
05/05/20 18:00;21;18;10,73;1,29;8,87;0,15;93,98;
05/05/20 19:00;22;17;10,49;1,05;8,98;0,14;91,55;
05/05/20 20:00;22;17;16,20;1,06;14,67;0,16;82,29;
05/05/20 21:00;19;13;13,91;0,96;12,54;0,14;83,32;
05/05/20 22:00;17;10;16,79;1,00;15,37;0,14;75,28;
05/05/20 23:00;15;8;12,05;1,02;10,59;0,14;79,89;
06/05/20 00:00;13;7;7,53;1,04;6,05;0,13;84,79;
06/05/20 01:00;11;8;9,61;0,96;8,24;0,13;80,23;
06/05/20 02:00;10;7;16,75;1,10;15,17;0,13;65,92;
06/05/20 03:00;9;5;15,48;0,99;14,08;0,12;56,40;
06/05/20 04:00;9;4;22,19;1,04;20,71;0,13;53,44;
06/05/20 05:00;9;4;27,93;3,15;23,22;0,15;51,11;
06/05/20 06:00;11;5;62,15;6,32;52,57;0,18;23,06;
06/05/20 07:00;13;6;75,16;13,78;54,13;0,27;20,63;
06/05/20 08:00;16;8;44,26;6,16;34,93;0,22;47,29;
06/05/20 09:00;18;10;42,99;6,82;32,65;0,20;60,74;
06/05/20 10:00;18;11;23,29;2,98;18,83;0,19;71,39;
06/05/20 11:00;17;12;16,45;2,54;12,67;0,16;86,52;
06/05/20 12:00;17;12;8,95;1,47;6,80;0,14;95,84;
06/05/20 13:00;19;14;9,32;1,55;7,05;0,14;;
06/05/20 14:00;21;17;8,67;1,36;6,69;0,16;107,67;
06/05/20 15:00;24;21;9,57;1,60;7,24;0,18;101,74;
06/05/20 16:00;30;26;7,91;1,22;6,14;0,17;97,58;
06/05/20 17:00;33;25;10,32;2,13;7,21;0,16;84,62;
06/05/20 18:00;28;19;6,49;1,07;4,96;0,16;84,31;
06/05/20 19:00;24;15;6,61;1,05;5,11;0,16;84,14;
06/05/20 20:00;22;11;7,49;1,01;6,05;0,18;78,99;
06/05/20 21:00;21;9;6,94;1,02;5,49;0,19;78,49;
06/05/20 22:00;19;6;14,50;1,18;12,79;0,19;70,51;
06/05/20 23:00;17;4;19,02;1,26;17,18;0,20;61,40;
07/05/20 00:00;14;4;15,66;1,21;13,91;0,19;67,62;
07/05/20 01:00;11;4;5,38;0,96;4,01;0,19;80,01;
07/05/20 02:00;10;4;5,50;0,96;4,14;0,19;82,28;
07/05/20 03:00;10;4;10,80;1,21;9,06;0,19;64,67;
07/05/20 04:00;9;4;12,35;1,23;10,57;0,19;61,16;
07/05/20 05:00;9;4;11,63;1,08;10,08;0,17;70,12;
07/05/20 06:00;9;4;7,41;1,06;5,88;0,15;87,93;
07/05/20 07:00;8;4;7,93;1,31;6,04;0,15;88,46;
07/05/20 08:00;8;4;9,22;1,67;6,76;0,14;90,70;
07/05/20 09:00;9;4;12,81;3,21;8,02;0,14;89,93;
07/05/20 10:00;11;4;6,53;1,27;4,68;0,14;94,26;
07/05/20 11:00;12;6;5,92;1,19;4,19;0,15;96,12;
07/05/20 12:00;13;6;6,52;1,44;4,41;0,14;;
07/05/20 13:00;13;6;5,78;1,16;4,10;0,16;99,77;
07/05/20 14:00;14;6;5,31;1,14;3,66;0,15;99,69;
07/05/20 15:00;14;7;16,96;2,69;12,98;0,14;100,46;
07/05/20 16:00;15;9;7,25;1,61;4,92;0,12;105,52;
07/05/20 17:00;15;11;6,45;1,38;4,44;0,10;105,21;
07/05/20 18:00;16;13;5,80;1,08;4,25;0,11;104,71;
07/05/20 19:00;18;15;5,89;0,99;4,48;0,13;103,90;
07/05/20 20:00;20;13;6,93;1,00;5,51;0,15;103,97;
07/05/20 21:00;16;9;9,92;0,97;8,55;0,14;97,30;
07/05/20 22:00;14;5;16,29;1,03;14,82;0,15;85,44;
07/05/20 23:00;13;5;17,24;1,05;15,74;0,16;65,49;
08/05/20 00:00;11;4;15,53;1,15;13,87;0,16;63,32;
08/05/20 01:00;10;4;9,95;1,03;8,47;0,12;74,98;
08/05/20 02:00;9;4;8,40;0,93;7,09;0,11;77,94;
08/05/20 03:00;9;3;8,12;0,93;6,81;0,11;81,33;
08/05/20 04:00;9;3;9,19;0,95;7,84;0,11;83,68;
08/05/20 05:00;9;4;13,45;1,09;11,89;0,13;80,10;
08/05/20 06:00;10;5;54,77;7,85;42,83;0,17;55,16;
08/05/20 07:00;10;5;31,75;4,05;25,64;0,19;74,10;
08/05/20 08:00;11;5;18,69;2,84;14,45;0,14;94,18;
08/05/20 09:00;12;7;11,79;1,93;8,94;0,13;103,22;
08/05/20 10:00;14;9;7,19;1,20;5,47;0,14;108,07;
08/05/20 11:00;16;11;12,32;2,28;8,93;0,15;;
08/05/20 12:00;16;10;7,77;1,27;5,94;0,15;111,69;
08/05/20 13:00;18;12;8,68;1,42;6,61;0,15;113,11;
08/05/20 14:00;18;14;8,89;1,42;6,82;0,13;112,52;
08/05/20 15:00;19;16;9,51;1,51;7,31;0,13;110,55;
08/05/20 16:00;21;17;10,22;1,41;8,17;0,15;112,63;
08/05/20 17:00;20;16;11,46;1,44;9,35;0,13;112,55;
08/05/20 18:00;19;16;9,99;1,13;8,37;0,13;110,43;
08/05/20 19:00;20;15;22,22;1,13;20,59;0,14;95,35;
08/05/20 20:00;20;13;23,84;1,02;22,39;0,16;87,93;
08/05/20 21:00;21;13;26,56;1,09;24,99;0,21;70,22;
08/05/20 22:00;22;13;24,10;1,21;22,36;0,24;57,14;
08/05/20 23:00;16;8;24,18;1,07;22,66;0,18;60,71;
09/05/20 00:00;18;8;27,74;1,19;26,02;0,18;46,45;
09/05/20 01:00;16;9;27,94;1,39;25,92;0,18;41,07;
09/05/20 02:00;14;9;21,40;1,06;19,89;0,16;45,72;
09/05/20 03:00;14;8;23,51;1,13;21,89;0,16;40,93;
09/05/20 04:00;17;10;36,66;2,64;32,71;0,17;32,69;
09/05/20 05:00;18;10;32,36;1,35;30,41;0,15;42,01;
09/05/20 06:00;17;10;26,87;1,91;24,05;0,17;63,59;
09/05/20 07:00;21;11;44,52;5,40;36,35;0,24;60,54;
09/05/20 08:00;24;16;28,39;3,39;23,32;0,27;86,67;
09/05/20 09:00;23;17;20,88;2,21;17,59;0,21;106,05;
09/05/20 10:00;24;19;28,43;3,26;23,54;0,21;;
09/05/20 11:00;24;21;16,29;1,95;13,42;0,16;121,03;
09/05/20 12:00;26;23;12,60;1,56;10,32;0,16;128,92;
09/05/20 13:00;26;25;11,97;1,55;9,70;0,17;131,55;
09/05/20 14:00;26;26;10,95;1,44;8,85;0,17;131,44;
09/05/20 15:00;26;27;10,27;1,32;8,35;0,16;132,30;
09/05/20 16:00;27;27;12,58;1,51;10,38;0,15;127,37;
09/05/20 17:00;27;26;10,28;1,36;8,30;0,13;112,02;
09/05/20 18:00;26;25;6,77;1,06;5,24;0,11;110,49;
09/05/20 19:00;26;23;6,29;0,96;4,92;0,10;118,57;
09/05/20 20:00;25;19;8,04;0,97;6,66;0,12;114,78;
09/05/20 21:00;22;15;7,88;0,96;6,51;0,10;108,38;
09/05/20 22:00;19;12;7,14;0,97;5,76;0,09;104,31;
09/05/20 23:00;16;10;7,25;0,95;5,90;0,11;103,79;
10/05/20 00:00;16;10;12,34;1,04;10,85;0,14;93,06;
10/05/20 01:00;16;9;14,77;0,99;13,36;0,14;82,46;
10/05/20 02:00;17;8;11,35;1,05;9,85;0,15;74,93;
10/05/20 03:00;18;7;10,96;0,98;9,56;0,18;71,68;
10/05/20 04:00;19;7;11,05;0,95;9,70;0,19;62,67;
10/05/20 05:00;20;8;15,27;1,01;13,82;0,17;56,85;
10/05/20 06:00;22;9;11,16;1,04;9,67;0,20;70,72;
10/05/20 07:00;24;10;12,99;1,26;11,17;0,25;65,66;
10/05/20 08:00;25;12;10,06;1,25;8,24;0,24;72,47;
10/05/20 09:00;26;15;11,12;1,20;9,40;0,26;;
10/05/20 10:00;27;17;11,31;1,38;9,30;0,26;80,41;
10/05/20 11:00;22;14;7,75;1,28;5,89;0,20;91,61;
10/05/20 12:00;22;15;5,70;1,08;4,15;0,15;95,20;
10/05/20 13:00;20;15;5,36;1,06;3,84;0,13;97,21;
10/05/20 14:00;20;16;4,80;1,04;3,31;0,11;100,65;
10/05/20 15:00;20;18;4,94;0,98;3,55;0,11;99,41;
10/05/20 16:00;19;18;5,24;1,02;3,79;0,12;97,52;
10/05/20 17:00;18;16;5,30;1,06;3,79;0,12;94,17;
10/05/20 18:00;19;16;5,62;1,05;4,12;0,12;89,50;
10/05/20 19:00;21;18;5,70;1,00;4,27;0,12;88,86;
10/05/20 20:00;23;18;5,78;1,01;4,34;0,12;86,04;
10/05/20 21:00;22;15;4,77;0,95;3,42;0,14;86,56;
10/05/20 22:00;20;12;4,80;0,96;3,43;0,15;84,27;
10/05/20 23:00;18;9;4,53;0,91;3,24;0,15;86,34;
11/05/20 00:00;17;7;5,01;0,97;3,63;0,15;86,83;
11/05/20 01:00;15;7;4,90;0,98;3,50;0,15;87,95;
11/05/20 02:00;15;6;4,54;1,01;3,10;0,15;89,48;
11/05/20 03:00;15;6;4,99;0,97;3,61;0,15;91,24;
11/05/20 04:00;15;6;5,67;1,01;4,23;0,15;91,14;
11/05/20 05:00;15;5;8,36;1,07;6,82;0,16;90,86;
11/05/20 06:00;15;5;12,87;1,27;11,03;0,17;86,85;
11/05/20 07:00;14;5;11,44;1,46;9,31;0,17;92,34;
11/05/20 08:00;14;5;10,76;1,74;8,21;0,17;;
11/05/20 09:00;16;7;10,05;1,56;7,76;0,16;98,06;
11/05/20 10:00;21;12;10,44;1,52;8,23;0,18;95,94;
11/05/20 11:00;23;14;12,03;1,58;9,72;0,16;92,19;
11/05/20 12:00;26;15;12,57;2,24;9,30;0,16;91,25;
11/05/20 13:00;27;16;8,36;1,48;6,22;0,15;91,49;
11/05/20 14:00;27;16;8,50;1,59;6,21;0,14;91,71;
11/05/20 15:00;26;17;8,79;1,75;6,23;0,14;90,37;
11/05/20 16:00;26;18;9,64;1,78;7,01;0,16;87,36;
11/05/20 17:00;30;19;10,22;1,69;7,69;0,16;88,66;
11/05/20 18:00;32;20;8,60;1,44;6,53;0,16;90,00;
11/05/20 19:00;31;20;13,24;2,44;9,78;0,15;85,82;
11/05/20 20:00;33;21;7,50;1,06;5,98;0,15;86,13;
11/05/20 21:00;34;20;8,44;1,02;6,98;0,16;77,91;
11/05/20 22:00;32;17;10,62;1,04;9,13;0,17;70,56;
11/05/20 23:00;22;10;7,21;0,95;5,86;0,15;77,51;
12/05/20 00:00;20;8;6,80;1,06;5,28;0,13;82,85;
12/05/20 01:00;21;8;9,89;1,06;8,38;0,13;84,41;
12/05/20 02:00;20;8;5,13;0,96;3,76;0,13;82,52;
12/05/20 03:00;19;8;6,66;0,96;5,29;0,14;76,82;
12/05/20 04:00;18;7;5,52;0,91;4,23;0,13;80,03;
12/05/20 05:00;17;6;10,48;1,20;8,74;0,13;76,77;
12/05/20 06:00;18;6;19,30;1,70;16,81;0,16;67,27;
12/05/20 07:00;17;6;15,79;2,51;12,05;0,15;;
12/05/20 08:00;18;7;15,43;3,02;10,90;0,15;80,90;
12/05/20 09:00;19;8;19,45;3,85;13,68;0,14;82,59;
12/05/20 10:00;20;10;20,73;4,31;14,22;0,14;81,88;
12/05/20 11:00;20;12;18,22;3,79;12,53;0,12;83,79;
12/05/20 12:00;21;15;;;;0,10;84,75;
12/05/20 13:00;23;18;16,60;3,35;11,59;0,10;87,35;
12/05/20 14:00;24;21;14,35;2,03;11,35;0,11;92,38;
12/05/20 15:00;26;24;17,65;2,10;14,54;0,12;94,76;
12/05/20 16:00;24;22;14,14;1,88;11,37;0,12;101,31;
12/05/20 17:00;23;19;18,12;1,93;15,27;0,13;99,21;
12/05/20 18:00;24;20;22,85;1,65;20,43;0,15;93,39;
12/05/20 19:00;22;18;21,59;1,37;19,60;0,16;89,01;
12/05/20 20:00;22;16;14,90;1,07;13,37;0,17;87,08;
12/05/20 21:00;22;14;16,85;1,03;15,38;0,18;75,11;
12/05/20 22:00;20;12;22,22;1,05;20,71;0,19;56,27;
12/05/20 23:00;18;9;14,12;1,07;12,60;0,16;58,53;
13/05/20 00:00;15;7;9,78;1,09;8,21;0,14;63,78;
13/05/20 01:00;16;6;16,79;1,11;15,20;0,16;50,25;
13/05/20 02:00;15;4;13,91;1,99;10,97;0,21;54,51;
13/05/20 03:00;13;4;15,00;1,14;13,37;;48,16;
13/05/20 04:00;14;4;17,78;1,16;16,11;0,15;47,73;
13/05/20 05:00;14;4;29,45;2,25;26,12;0,17;36,12;
13/05/20 06:00;15;5;38,02;4,47;31,28;0,22;;
13/05/20 07:00;15;5;30,84;4,29;24,37;0,25;50,18;
13/05/20 08:00;15;5;23,63;3,46;18,44;0,24;63,74;
13/05/20 09:00;17;8;13,02;2,05;9,99;0,13;85,19;
13/05/20 10:00;21;12;10,41;1,70;7,91;0,12;89,90;
13/05/20 11:00;23;16;10,59;1,77;7,99;0,12;94,80;
13/05/20 12:00;25;20;9,44;1,62;7,06;0,12;96,63;
13/05/20 13:00;25;21;8,26;1,44;6,16;0,12;98,02;
13/05/20 14:00;27;23;9,03;1,50;6,84;0,12;97,88;
13/05/20 15:00;28;23;9,35;1,49;7,19;0,14;99,11;
13/05/20 16:00;27;21;9,58;1,36;7,60;0,15;99,17;
13/05/20 17:00;26;18;11,32;1,25;9,50;0,13;92,55;
13/05/20 18:00;26;18;10,00;1,26;8,18;0,14;93,33;
13/05/20 19:00;27;17;10,35;1,14;8,71;0,14;88,95;
13/05/20 20:00;26;15;8,12;0,99;6,71;0,15;84,94;
13/05/20 21:00;25;14;7,74;1,02;6,28;0,15;82,11;
13/05/20 22:00;24;12;8,58;1,01;7,14;0,19;79,12;
13/05/20 23:00;24;12;8,17;1,05;6,66;0,17;78,55;
14/05/20 00:00;23;12;7,59;1,11;5,99;0,15;80,40;
14/05/20 01:00;21;11;7,56;1,05;6,06;0,17;80,62;
14/05/20 02:00;21;11;7,79;1,02;6,33;;79,16;
14/05/20 03:00;19;9;8,56;1,08;7,01;0,17;77,49;
14/05/20 04:00;19;9;9,63;1,11;8,03;0,17;72,41;
14/05/20 05:00;18;8;10,62;1,16;8,94;0,17;;
14/05/20 06:00;18;7;15,32;1,28;13,46;0,19;72,78;
14/05/20 07:00;18;8;19,25;1,48;17,09;0,21;69,64;
14/05/20 08:00;21;9;21,35;2,39;17,80;0,20;67,72;
14/05/20 09:00;20;8;17,38;2,21;14,10;0,20;73,08;
14/05/20 10:00;25;12;12,03;1,98;9,13;0,12;89,70;
14/05/20 11:00;46;31;14,57;3,61;9,19;0,10;97,09;
14/05/20 12:00;64;49;10,59;2,43;6,98;0,09;104,32;
14/05/20 13:00;58;46;8,31;1,50;6,15;0,10;101,60;
14/05/20 14:00;56;47;10,57;2,19;7,33;0,11;98,05;
14/05/20 15:00;54;46;17,40;4,04;11,34;0,11;90,22;
14/05/20 16:00;53;44;11,24;2,08;8,15;0,11;92,28;
14/05/20 17:00;55;46;13,58;1,92;10,75;0,15;91,16;
14/05/20 18:00;55;42;12,73;1,47;10,58;0,16;90,12;
14/05/20 19:00;53;38;12,62;1,09;11,05;0,18;88,01;
14/05/20 20:00;51;35;19,38;2,99;14,90;0,18;84,81;
