Stat;EN03;;;;;;
Parm;PM10;NOX;NO;NO2;CO;;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;;
27/03/20 23:00;6;22,75;1,52;20,43;0,23;;
28/03/20 00:00;6;16,49;1,31;14,48;0,29;;
28/03/20 01:00;10;20,29;1,58;17,87;0,40;;
28/03/20 02:00;10;15,60;1,88;12,72;0,24;;
28/03/20 03:00;10;13,43;1,54;11,06;0,21;;
28/03/20 04:00;10;8,93;1,30;6,94;0,15;;
28/03/20 05:00;10;7,88;1,37;5,79;0,07;;
28/03/20 06:00;10;10,86;1,52;8,53;0,06;;
28/03/20 07:00;10;19,03;2,93;14,53;0,09;;
28/03/20 08:00;10;24,34;3,63;18,77;0,18;;
28/03/20 09:00;10;;;;0,18;;
28/03/20 10:00;10;16,50;2,19;13,13;0,07;;
28/03/20 11:00;10;16,27;2,58;12,32;0,08;;
28/03/20 12:00;10;12,63;2,07;9,45;0,07;;
28/03/20 13:00;10;14,42;3,07;9,71;0,05;;
28/03/20 14:00;10;10,00;1,72;7,37;0,06;;
28/03/20 15:00;10;9,56;1,61;7,08;0,07;;
28/03/20 16:00;10;8,92;1,46;6,68;0,06;;
28/03/20 17:00;10;8,10;1,27;6,15;;;
28/03/20 18:00;10;10,05;1,24;8,15;0,05;;
28/03/20 19:00;10;13,98;1,27;12,03;0,04;;
28/03/20 20:00;10;17,89;1,30;15,89;0,05;;
28/03/20 21:00;10;25,23;1,38;23,11;0,17;;
28/03/20 22:00;10;22,59;1,78;19,86;0,28;;
28/03/20 23:00;10;15,94;1,35;13,88;0,21;;
29/03/20 00:00;10;11,72;1,25;9,80;0,17;;
29/03/20 01:00;83;9,22;1,16;7,44;0,13;;
29/03/20 02:00;83;7,01;1,11;5,31;0,06;;
29/03/20 03:00;83;6,90;1,11;5,19;0,06;;
29/03/20 04:00;83;6,84;1,12;5,12;0,05;;
29/03/20 05:00;83;11,64;1,12;9,91;0,07;;
29/03/20 06:00;83;9,69;1,19;7,86;0,10;;
29/03/20 07:00;83;10,88;1,40;8,73;0,14;;
29/03/20 08:00;83;13,82;1,77;11,10;0,22;;
29/03/20 09:00;83;11,77;1,64;9,25;0,12;;
29/03/20 10:00;83;9,73;1,43;7,53;0,10;;
29/03/20 11:00;83;8,01;1,37;5,91;0,09;;
29/03/20 12:00;83;8,23;1,39;6,10;0,09;;
29/03/20 13:00;83;7,25;1,23;5,37;0,10;;
29/03/20 14:00;83;6,35;1,12;4,63;0,09;;
29/03/20 15:00;83;6,33;1,11;4,63;0,09;;
29/03/20 16:00;83;6,68;1,13;4,95;0,09;;
29/03/20 17:00;83;6,66;1,08;5,01;0,09;;
29/03/20 18:00;83;7,04;1,07;5,40;0,08;;
29/03/20 19:00;83;8,68;1,07;7,04;0,09;;
29/03/20 20:00;83;29,83;1,49;27,54;0,37;;
29/03/20 21:00;83;25,49;1,58;23,07;0,31;;
29/03/20 22:00;83;24,80;1,86;21,95;0,41;;
29/03/20 23:00;83;14,83;1,35;12,77;0,27;;
30/03/20 00:00;83;12,38;1,36;10,28;0,21;;
30/03/20 01:00;97;10,70;1,20;8,86;0,15;;
30/03/20 02:00;97;10,31;1,24;8,41;0,14;;
30/03/20 03:00;97;9,78;1,25;7,87;0,13;;
30/03/20 04:00;97;;;;0,09;;
30/03/20 05:00;97;15,58;1,69;12,98;0,09;;
30/03/20 06:00;97;34,30;5,25;26,25;0,12;;
30/03/20 07:00;97;65,63;17,03;39,52;0,21;;
30/03/20 08:00;97;59,49;12,40;40,47;0,39;;
30/03/20 09:00;97;33,34;4,77;26,02;0,23;;
30/03/20 10:00;97;22,83;3,08;18,10;0,14;;
30/03/20 11:00;97;16,56;2,38;12,91;0,11;;
30/03/20 12:00;97;16,11;2,36;12,48;0,11;;
30/03/20 13:00;97;13,77;1,99;10,73;0,11;;
30/03/20 14:00;97;13,10;1,87;10,23;0,10;;
30/03/20 15:00;97;14,21;1,80;11,46;;;
30/03/20 16:00;97;14,49;1,64;11,99;0,12;;
30/03/20 17:00;97;16,03;1,62;13,54;0,13;;
30/03/20 18:00;97;17,87;1,46;15,62;0,12;;
30/03/20 19:00;97;23,24;1,43;21,04;0,13;;
30/03/20 20:00;97;26,38;1,35;24,32;0,14;;
30/03/20 21:00;97;20,44;1,37;18,34;0,15;;
30/03/20 22:00;97;22,50;1,31;20,49;0,18;;
30/03/20 23:00;97;19,83;1,40;17,68;0,22;;
31/03/20 00:00;97;13,73;1,29;11,76;0,18;;
31/03/20 01:00;36;12,61;1,26;10,68;0,18;;
31/03/20 02:00;36;9,47;1,21;7,61;0,10;;
31/03/20 03:00;36;7,74;1,14;5,99;0,08;;
31/03/20 04:00;36;9,78;1,17;7,99;0,07;;
31/03/20 05:00;36;11,16;1,19;9,34;0,08;;
31/03/20 06:00;36;14,56;1,43;12,36;0,11;;
31/03/20 07:00;36;30,85;3,30;25,79;0,15;;
31/03/20 08:00;36;27,37;4,25;20,86;0,17;;
31/03/20 09:00;36;21,28;3,39;16,08;0,15;;
31/03/20 10:00;36;20,21;3,11;15,44;0,12;;
31/03/20 11:00;36;18,91;3,18;14,03;0,12;;
31/03/20 12:00;36;18,29;3,28;13,27;0,10;;
31/03/20 13:00;36;16,60;2,80;12,31;0,09;;
31/03/20 14:00;36;15,18;2,49;11,36;;;
31/03/20 15:00;36;15,29;2,20;11,92;0,06;;
31/03/20 16:00;36;14,45;2,17;11,12;0,05;;
31/03/20 17:00;36;14,81;1,80;12,05;0,04;;
31/03/20 18:00;36;14,31;1,68;11,73;0,04;;
31/03/20 19:00;36;12,25;1,53;9,90;0,03;;
31/03/20 20:00;36;11,17;1,39;9,04;0,05;;
31/03/20 21:00;36;11,72;1,37;9,62;0,12;;
31/03/20 22:00;36;9,88;1,18;8,08;0,07;;
31/03/20 23:00;36;;;;0,05;;
01/04/20 00:00;36;7,23;1,10;5,54;0,04;;
01/04/20 01:00;9;6,76;1,12;5,04;0,04;;
01/04/20 02:00;9;6,96;1,18;5,15;0,01;;
01/04/20 03:00;9;7,71;1,16;5,92;0,01;;
01/04/20 04:00;9;7,86;1,08;6,20;0,04;;
01/04/20 05:00;9;6,33;1,00;4,79;0,04;;
01/04/20 06:00;9;11,55;1,44;9,34;0,05;;
01/04/20 07:00;9;15,95;1,43;13,75;0,06;;
01/04/20 08:00;9;17,65;2,13;14,39;0,06;;
01/04/20 09:00;9;16,10;1,89;13,20;0,06;;
01/04/20 10:00;9;19,08;2,17;15,75;0,06;;
01/04/20 11:00;9;20,41;2,39;16,75;0,07;;
01/04/20 12:00;9;17,29;2,58;13,34;0,06;;
01/04/20 13:00;9;17,76;2,38;14,11;;;
01/04/20 14:00;9;17,26;2,21;13,87;0,05;;
01/04/20 15:00;9;15,22;1,97;12,19;0,07;;
01/04/20 16:00;9;17,11;2,90;12,65;0,04;;
01/04/20 17:00;9;14,22;2,17;10,90;0,03;;
01/04/20 18:00;9;14,68;1,75;11,99;0,04;;
01/04/20 19:00;9;19,56;1,67;17,00;0,05;;
01/04/20 20:00;9;13,33;1,36;11,23;0,05;;
01/04/20 21:00;9;11,02;1,33;8,99;0,05;;
01/04/20 22:00;9;8,25;1,17;6,46;0,01;;
01/04/20 23:00;9;7,76;1,10;6,08;0,01;;
02/04/20 00:00;9;7,91;1,13;6,17;0,01;;
02/04/20 01:00;19;7,37;1,19;5,55;0,01;;
02/04/20 02:00;19;8,70;1,15;6,94;0,01;;
02/04/20 03:00;19;11,33;1,24;9,43;0,01;;
02/04/20 04:00;19;10,94;1,27;8,99;0,01;;
02/04/20 05:00;19;10,35;1,29;8,38;0,01;;
02/04/20 06:00;19;20,36;2,10;17,14;0,01;;
02/04/20 07:00;19;21,41;2,29;17,91;0,06;;
02/04/20 08:00;19;27,96;4,05;21,75;0,10;;
02/04/20 09:00;19;21,15;3,28;16,11;0,09;;
02/04/20 10:00;19;22,32;3,17;17,45;0,07;;
02/04/20 11:00;19;21,09;3,19;16,20;0,06;;
02/04/20 12:00;19;15,00;2,21;11,60;;;
02/04/20 13:00;19;13,76;1,97;10,74;0,05;;
02/04/20 14:00;19;11,44;1,71;8,81;0,05;;
02/04/20 15:00;19;12,13;1,87;9,26;0,05;;
02/04/20 16:00;19;10,95;1,55;8,57;0,05;;
02/04/20 17:00;19;;;;0,05;;
02/04/20 18:00;19;12,07;1,21;10,22;0,05;;
02/04/20 19:00;19;18,10;1,12;16,39;0,06;;
02/04/20 20:00;19;42,22;1,53;39,87;0,15;;
02/04/20 21:00;19;38,01;1,71;35,39;0,35;;
02/04/20 22:00;19;20,72;1,41;18,57;0,23;;
02/04/20 23:00;19;14,03;1,23;12,14;0,16;;
03/04/20 00:00;19;11,11;1,29;9,14;0,13;;
03/04/20 01:00;20;9,19;1,14;7,44;0,10;;
03/04/20 02:00;20;8,03;1,14;6,28;0,07;;
03/04/20 03:00;20;7,89;1,15;6,12;0,07;;
03/04/20 04:00;20;9,60;1,20;7,77;0,06;;
03/04/20 05:00;20;11,64;1,28;9,67;0,08;;
03/04/20 06:00;20;16,60;1,73;13,94;0,10;;
03/04/20 07:00;20;21,60;2,18;18,26;0,20;;
03/04/20 08:00;20;38,35;5,82;29,45;0,29;;
03/04/20 09:00;20;20,96;2,75;16,76;0,14;;
03/04/20 10:00;20;14,00;1,68;11,43;0,10;;
03/04/20 11:00;20;15,03;1,79;12,29;;;
03/04/20 12:00;20;16,45;2,18;13,11;0,08;;
03/04/20 13:00;20;14,51;2,04;11,39;0,07;;
03/04/20 14:00;20;10,94;1,50;8,63;0,06;;
03/04/20 15:00;20;10,75;1,72;8,11;0,06;;
03/04/20 16:00;20;10,58;1,47;8,33;0,05;;
03/04/20 17:00;20;11,65;1,42;9,48;0,06;;
03/04/20 18:00;20;11,79;1,21;9,94;0,05;;
03/04/20 19:00;20;14,50;1,11;12,80;0,06;;
03/04/20 20:00;20;34,41;1,50;32,10;0,07;;
03/04/20 21:00;20;30,49;1,41;28,33;0,09;;
03/04/20 22:00;20;28,60;1,28;26,65;0,12;;
03/04/20 23:00;20;21,05;1,35;18,97;0,14;;
04/04/20 00:00;20;17,14;1,43;14,95;0,12;;
04/04/20 01:00;19;10,48;1,27;8,54;0,05;;
04/04/20 02:00;19;9,78;1,21;7,92;0,04;;
04/04/20 03:00;19;10,05;1,19;8,22;0,04;;
04/04/20 04:00;19;11,27;1,19;9,44;0,05;;
04/04/20 05:00;19;10,07;1,21;8,22;0,04;;
04/04/20 06:00;19;20,28;1,58;17,86;0,07;;
04/04/20 07:00;19;24,02;2,14;20,73;0,15;;
04/04/20 08:00;19;20,61;2,60;16,62;0,14;;
04/04/20 09:00;19;17,58;2,62;13,55;0,10;;
04/04/20 10:00;19;15,49;2,24;12,04;;;
04/04/20 11:00;19;14,23;2,15;10,93;0,10;;
04/04/20 12:00;19;13,51;2,07;10,35;0,09;;
04/04/20 13:00;19;;;;0,08;;
04/04/20 14:00;19;10,36;1,42;8,18;0,08;;
04/04/20 15:00;19;9,03;1,28;7,07;0,07;;
04/04/20 16:00;19;8,41;1,29;6,43;0,05;;
04/04/20 17:00;19;8,51;1,24;6,61;0,04;;
04/04/20 18:00;19;9,54;1,31;7,54;0,03;;
04/04/20 19:00;19;10,24;1,34;8,19;0,04;;
04/04/20 20:00;19;9,38;1,24;7,48;0,05;;
04/04/20 21:00;19;10,52;1,20;8,67;0,06;;
04/04/20 22:00;19;8,69;1,15;6,92;0,06;;
04/04/20 23:00;19;7,63;1,12;5,92;0,07;;
05/04/20 00:00;19;8,85;1,07;7,21;0,09;;
05/04/20 01:00;27;8,92;1,11;7,22;0,08;;
05/04/20 02:00;27;9,72;1,11;8,02;0,07;;
05/04/20 03:00;27;8,23;1,10;6,55;0,07;;
05/04/20 04:00;27;8,53;1,11;6,82;0,08;;
05/04/20 05:00;27;9,00;1,10;7,31;0,09;;
05/04/20 06:00;27;10,78;1,12;9,06;0,10;;
05/04/20 07:00;27;10,25;1,24;8,35;0,11;;
05/04/20 08:00;27;10,18;1,41;8,01;0,10;;
05/04/20 09:00;27;10,18;1,40;8,04;;;
05/04/20 10:00;27;15,95;1,78;13,23;0,11;;
05/04/20 11:00;27;11,11;1,51;8,80;0,10;;
05/04/20 12:00;27;8,71;1,22;6,85;0,08;;
05/04/20 13:00;27;7,97;1,34;5,91;0,08;;
05/04/20 14:00;27;6,45;1,15;4,68;0,07;;
05/04/20 15:00;27;5,75;1,10;4,07;0,07;;
05/04/20 16:00;27;5,79;1,08;4,14;0,07;;
05/04/20 17:00;27;5,76;1,04;4,17;0,06;;
05/04/20 18:00;27;8,90;1,05;7,29;0,07;;
05/04/20 19:00;27;12,51;1,09;10,85;0,10;;
05/04/20 20:00;27;19,93;1,21;18,08;0,14;;
05/04/20 21:00;27;24,26;1,41;22,10;0,23;;
05/04/20 22:00;27;23,30;1,45;21,07;0,34;;
05/04/20 23:00;27;19,74;1,44;17,54;0,27;;
06/04/20 00:00;27;16,64;1,28;14,68;0,16;;
06/04/20 01:00;38;14,85;1,26;12,91;0,11;;
06/04/20 02:00;38;14,37;1,23;12,49;0,12;;
06/04/20 03:00;38;16,06;1,20;14,23;0,12;;
06/04/20 04:00;38;20,28;1,36;18,20;0,11;;
06/04/20 05:00;38;21,28;1,57;18,86;0,10;;
06/04/20 06:00;38;60,17;10,87;43,51;0,19;;
06/04/20 07:00;38;137,46;50,17;60,53;0,28;;
06/04/20 08:00;38;118,38;37,91;60,28;0,26;;
06/04/20 09:00;38;47,93;7,40;36,59;0,19;;
06/04/20 10:00;38;22,23;2,56;18,31;0,12;;
06/04/20 11:00;38;;;;;;
06/04/20 12:00;38;;;;0,26;;
06/04/20 13:00;38;13,80;1,79;11,06;0,26;;
06/04/20 14:00;38;14,25;1,91;11,32;0,27;;
06/04/20 15:00;38;13,58;1,81;10,80;0,27;;
06/04/20 16:00;38;11,74;1,47;9,48;0,26;;
06/04/20 17:00;38;14,92;1,57;12,51;0,25;;
06/04/20 18:00;38;19,22;1,60;16,76;0,26;;
06/04/20 19:00;38;20,59;1,25;18,67;0,27;;
06/04/20 20:00;38;24,66;1,25;22,75;0,28;;
06/04/20 21:00;38;22,50;1,26;20,56;0,35;;
06/04/20 22:00;38;22,17;1,26;20,23;0,35;;
06/04/20 23:00;38;17,74;1,21;15,88;0,36;;
07/04/20 00:00;38;16,06;1,23;14,17;0,29;;
07/04/20 01:00;39;12,52;1,15;10,75;0,26;;
07/04/20 02:00;39;13,02;1,15;11,25;0,26;;
07/04/20 03:00;39;14,76;1,16;12,98;0,25;;
07/04/20 04:00;39;14,22;1,17;12,42;0,24;;
07/04/20 05:00;39;15,73;1,19;13,90;0,23;;
07/04/20 06:00;39;25,58;2,71;21,42;0,26;;
07/04/20 07:00;39;41,35;4,90;33,84;;;
07/04/20 08:00;39;51,99;8,17;39,47;0,40;;
07/04/20 09:00;39;25,11;3,68;19,47;0,29;;
07/04/20 10:00;39;21,65;3,43;16,39;0,29;;
07/04/20 11:00;39;20,49;3,30;15,42;0,29;;
07/04/20 12:00;39;18,92;3,02;14,30;0,30;;
07/04/20 13:00;39;12,92;2,00;9,85;0,28;;
07/04/20 14:00;39;12,79;2,18;9,44;0,27;;
07/04/20 15:00;39;11,79;1,48;9,52;0,26;;
07/04/20 16:00;39;12,24;1,29;10,26;0,28;;
07/04/20 17:00;39;12,89;1,16;11,12;0,28;;
07/04/20 18:00;39;17,52;1,15;15,75;0,28;;
07/04/20 19:00;39;17,13;0,78;15,94;0,31;;
07/04/20 20:00;39;20,88;0,70;19,81;0,35;;
07/04/20 21:00;39;24,97;0,88;23,62;0,38;;
07/04/20 22:00;39;27,94;1,20;26,09;0,59;;
07/04/20 23:00;39;20,55;0,98;19,05;0,42;;
08/04/20 00:00;39;12,56;0,73;11,44;0,30;;
08/04/20 01:00;24;10,36;0,67;9,32;0,29;;
08/04/20 02:00;24;10,31;0,71;9,22;0,30;;
08/04/20 03:00;24;;;;0,29;;
08/04/20 04:00;24;10,04;0,67;9,01;0,28;;
08/04/20 05:00;24;20,95;0,83;19,68;0,28;;
08/04/20 06:00;24;32,55;2,83;28,20;;;
08/04/20 07:00;24;43,04;5,40;34,77;0,46;;
08/04/20 08:00;24;48,46;7,43;37,07;0,46;;
08/04/20 09:00;24;26,86;3,14;22,05;0,33;;
08/04/20 10:00;24;19,72;2,40;16,04;0,31;;
08/04/20 11:00;24;15,08;1,93;12,12;0,30;;
08/04/20 12:00;24;11,45;1,41;9,28;0,30;;
08/04/20 13:00;24;9,10;1,10;7,42;0,27;;
08/04/20 14:00;24;9,12;1,12;7,41;0,25;;
08/04/20 15:00;24;10,57;1,28;8,60;0,25;;
08/04/20 16:00;24;11,25;1,24;9,35;0,22;;
08/04/20 17:00;24;14,32;1,35;12,25;0,22;;
08/04/20 18:00;24;14,15;0,94;12,71;0,21;;
08/04/20 19:00;24;21,70;0,96;20,24;0,22;;
08/04/20 20:00;24;30,70;1,05;29,08;0,32;;
08/04/20 21:00;24;33,28;1,56;30,89;0,55;;
08/04/20 22:00;24;16,42;0,86;15,10;0,29;;
08/04/20 23:00;24;17,14;0,84;15,85;0,27;;
09/04/20 00:00;24;20,57;0,96;19,10;0,28;;
09/04/20 01:00;;14,43;0,80;13,20;0,27;;
09/04/20 02:00;;9,94;0,75;8,79;0,26;;
09/04/20 03:00;;9,39;0,76;8,22;0,25;;
09/04/20 04:00;;9,41;0,74;8,27;0,24;;
09/04/20 05:00;;11,28;0,86;9,96;;;
09/04/20 06:00;;27,52;3,17;22,64;0,27;;
09/04/20 07:00;;49,58;7,68;37,79;0,45;;
09/04/20 08:00;;71,75;14,78;49,08;0,51;;
09/04/20 09:00;;29,83;3,58;24,37;0,36;;
09/04/20 10:00;;18,40;2,18;15,09;0,29;;
09/04/20 11:00;;15,96;2,03;12,85;0,28;;
09/04/20 12:00;;15,74;2,03;12,63;0,26;;
09/04/20 13:00;;14,16;1,81;11,39;0,25;;
09/04/20 14:00;;12,49;1,46;10,27;0,27;;
09/04/20 15:00;;12,00;1,27;10,06;0,28;;
09/04/20 16:00;;11,47;1,10;9,79;0,28;;
09/04/20 17:00;;13,00;1,14;11,25;0,27;;
09/04/20 18:00;;12,98;0,84;11,69;0,24;;
09/04/20 19:00;;16,36;0,75;15,21;0,26;;
09/04/20 20:00;;26,66;0,88;25,30;0,39;;
09/04/20 21:00;;22,52;1,00;20,99;0,66;;
09/04/20 22:00;;;;;0,36;;
09/04/20 23:00;;13,82;0,77;12,64;0,30;;
10/04/20 00:00;;11,98;0,73;10,85;0,27;;
10/04/20 01:00;;9,56;0,64;8,57;0,22;;
10/04/20 02:00;;8,17;0,72;7,06;0,20;;
10/04/20 03:00;;6,96;0,60;6,04;0,22;;
10/04/20 04:00;;7,14;0,63;6,18;;;
10/04/20 05:00;;8,50;0,63;7,54;0,26;;
10/04/20 06:00;;13,23;0,98;11,73;0,27;;
10/04/20 07:00;;19,76;1,37;17,67;0,36;;
10/04/20 08:00;;28,51;2,50;24,68;0,38;;
10/04/20 09:00;;23,74;2,29;20,24;0,33;;
10/04/20 10:00;;23,06;2,33;19,48;0,30;;
10/04/20 11:00;;18,36;1,75;15,67;0,28;;
10/04/20 12:00;;17,11;1,65;14,58;0,27;;
10/04/20 13:00;;15,09;1,57;12,68;0,27;;
10/04/20 14:00;;13,90;1,38;11,78;0,27;;
10/04/20 15:00;;13,50;1,24;11,60;0,26;;
10/04/20 16:00;;16,81;1,56;14,42;0,26;;
10/04/20 17:00;;15,82;1,07;14,18;0,27;;
10/04/20 18:00;;20,11;0,84;18,83;0,28;;
10/04/20 19:00;;32,57;0,92;31,16;0,43;;
10/04/20 20:00;;37,13;1,00;35,60;0,52;;
10/04/20 21:00;;29,47;1,09;27,80;0,59;;
10/04/20 22:00;;28,33;0,89;26,97;0,49;;
10/04/20 23:00;;15,64;0,73;14,52;0,35;;
11/04/20 00:00;;11,79;0,68;10,75;0,28;;
11/04/20 01:00;34;8,38;0,64;7,40;0,24;;
11/04/20 02:00;34;7,08;0,64;6,09;0,22;;
11/04/20 03:00;34;6,53;0,64;5,55;;;
11/04/20 04:00;34;8,01;0,62;7,06;0,21;;
11/04/20 05:00;34;7,86;0,64;6,88;0,21;;
11/04/20 06:00;34;13,88;0,78;12,69;0,24;;
11/04/20 07:00;34;24,68;1,45;22,46;0,36;;
11/04/20 08:00;34;;;;0,42;;
11/04/20 09:00;34;;;;0,36;;
11/04/20 10:00;34;14,13;1,18;12,32;0,29;;
11/04/20 11:00;34;11,71;0,97;10,22;0,29;;
11/04/20 12:00;34;11,26;1,01;9,72;0,30;;
11/04/20 13:00;34;9,99;0,90;8,61;0,31;;
11/04/20 14:00;34;9,59;0,85;8,30;0,32;;
11/04/20 15:00;34;9,67;0,82;8,41;0,33;;
11/04/20 16:00;34;9,71;0,90;8,33;0,33;;
11/04/20 17:00;34;;;;0,35;;
11/04/20 18:00;34;13,96;0,83;12,69;0,34;;
11/04/20 19:00;34;15,24;0,84;13,95;0,35;;
11/04/20 20:00;34;20,05;0,87;18,72;0,41;;
11/04/20 21:00;34;22,10;1,04;20,51;0,45;;
11/04/20 22:00;34;20,88;0,95;19,42;0,45;;
11/04/20 23:00;34;20,34;0,92;18,93;0,46;;
12/04/20 00:00;34;14,94;0,84;13,65;0,39;;
12/04/20 01:00;31;10,74;0,75;9,59;0,33;;
12/04/20 02:00;31;9,37;0,75;8,22;0,29;;
12/04/20 03:00;31;8,52;0,76;7,35;0,30;;
12/04/20 04:00;31;8,75;0,74;7,61;0,30;;
12/04/20 05:00;31;8,92;0,73;7,80;0,29;;
12/04/20 06:00;31;10,34;0,78;9,15;0,31;;
12/04/20 07:00;31;13,49;1,10;11,80;0,31;;
12/04/20 08:00;31;17,30;1,45;15,07;0,37;;
12/04/20 09:00;31;11,66;0,99;10,15;0,35;;
12/04/20 10:00;31;8,26;0,77;7,08;0,34;;
12/04/20 11:00;31;6,63;0,70;5,56;0,32;;
12/04/20 12:00;31;6,04;0,66;5,03;0,31;;
12/04/20 13:00;31;5,81;0,66;4,80;0,32;;
12/04/20 14:00;31;5,21;0,63;4,23;0,28;;
12/04/20 15:00;31;5,17;0,63;4,21;0,28;;
12/04/20 16:00;31;6,04;0,63;5,08;0,23;;
12/04/20 17:00;31;7,31;0,63;6,35;0,25;;
12/04/20 18:00;31;6,43;0,62;5,48;0,30;;
12/04/20 19:00;31;7,79;0,61;6,85;0,32;;
12/04/20 20:00;31;12,41;0,71;11,32;0,38;;
12/04/20 21:00;31;11,61;0,69;10,56;0,37;;
12/04/20 22:00;31;9,09;0,68;8,06;0,33;;
12/04/20 23:00;31;6,99;0,64;6,01;0,29;;
13/04/20 00:00;31;5,78;0,62;4,83;0,27;;
13/04/20 01:00;21;5,41;0,61;4,47;;;
13/04/20 02:00;21;5,57;0,61;4,64;0,26;;
13/04/20 03:00;21;6,48;0,65;5,49;0,28;;
13/04/20 04:00;21;8,20;0,67;7,17;0,29;;
13/04/20 05:00;21;12,28;0,80;11,06;0,29;;
13/04/20 06:00;21;13,61;0,73;12,49;0,31;;
13/04/20 07:00;21;16,35;1,26;14,43;0,43;;
13/04/20 08:00;21;19,39;1,70;16,78;0,47;;
13/04/20 09:00;21;11,85;1,07;10,21;0,39;;
13/04/20 10:00;21;6,52;0,71;5,43;0,31;;
13/04/20 11:00;21;6,27;0,70;5,19;0,29;;
13/04/20 12:00;21;;;;0,29;;
13/04/20 13:00;21;6,78;0,73;5,67;0,34;;
13/04/20 14:00;21;5,53;0,67;4,50;0,31;;
13/04/20 15:00;21;5,41;0,67;4,39;0,30;;
13/04/20 16:00;21;5,14;0,61;4,21;0,30;;
13/04/20 17:00;21;5,33;0,62;4,38;0,30;;
13/04/20 18:00;21;5,43;0,64;4,45;0,28;;
13/04/20 19:00;21;5,86;0,67;4,83;0,28;;
13/04/20 20:00;21;6,58;0,70;5,51;0,28;;
13/04/20 21:00;21;6,40;0,68;5,35;0,27;;
13/04/20 22:00;21;6,50;0,69;5,44;0,29;;
13/04/20 23:00;21;6,35;0,66;5,34;0,28;;
14/04/20 00:00;21;5,99;0,69;4,94;;;
14/04/20 01:00;19;6,00;0,69;4,95;0,27;;
14/04/20 02:00;19;6,04;0,69;4,99;0,27;;
14/04/20 03:00;19;6,18;0,69;5,12;0,27;;
14/04/20 04:00;19;7,04;0,69;5,98;0,29;;
14/04/20 05:00;19;7,78;0,73;6,65;0,28;;
14/04/20 06:00;19;8,57;0,81;7,33;0,29;;
14/04/20 07:00;19;13,56;1,44;11,35;0,36;;
14/04/20 08:00;19;19,92;1,95;16,94;0,42;;
14/04/20 09:00;19;19,25;1,68;16,67;0,46;;
14/04/20 10:00;19;20,53;2,25;17,09;0,43;;
14/04/20 11:00;19;14,14;1,69;11,55;0,36;;
14/04/20 12:00;19;12,70;1,26;10,78;0,38;;
14/04/20 13:00;19;12,49;1,16;10,71;0,36;;
14/04/20 14:00;19;12,93;1,38;10,82;0,41;;
14/04/20 15:00;19;12,55;1,21;10,71;0,43;;
14/04/20 16:00;19;17,96;1,30;15,97;0,39;;
14/04/20 17:00;19;17,10;1,44;14,90;0,36;;
14/04/20 18:00;19;9,55;0,93;8,12;0,31;;
14/04/20 19:00;19;9,86;0,91;8,46;0,30;;
14/04/20 20:00;19;8,98;0,82;7,72;0,31;;
14/04/20 21:00;19;5,99;0,79;4,77;0,29;;
14/04/20 22:00;19;5,44;0,73;4,31;0,30;;
14/04/20 23:00;19;5,40;0,77;4,21;;;
15/04/20 00:00;19;4,92;0,76;3,75;0,29;;
15/04/20 01:00;13;4,65;0,77;3,46;0,28;;
15/04/20 02:00;13;4,74;0,79;3,52;0,27;;
15/04/20 03:00;13;5,73;0,89;4,36;0,26;;
15/04/20 04:00;13;6,42;0,97;4,93;0,26;;
15/04/20 05:00;13;10,89;1,51;8,58;0,25;;
15/04/20 06:00;13;15,91;2,06;12,75;0,26;;
15/04/20 07:00;13;;;;0,27;;
15/04/20 08:00;13;16,02;2,65;11,96;0,27;;
15/04/20 09:00;13;15,68;2,92;11,20;0,24;;
15/04/20 10:00;13;16,02;3,56;10,56;0,24;;
15/04/20 11:00;13;14,17;2,91;9,71;0,24;;
15/04/20 12:00;13;11,86;2,45;8,10;0,23;;
15/04/20 13:00;13;12,33;2,49;8,52;0,23;;
15/04/20 14:00;13;10,89;2,06;7,73;0,24;;
15/04/20 15:00;13;10,88;1,99;7,82;0,23;;
15/04/20 16:00;13;10,45;1,84;7,63;0,24;;
15/04/20 17:00;13;11,27;1,81;8,51;0,24;;
15/04/20 18:00;13;10,04;1,39;7,91;0,24;;
15/04/20 19:00;13;11,00;1,21;9,14;0,24;;
15/04/20 20:00;13;8,14;0,81;6,90;0,24;;
15/04/20 21:00;13;8,39;0,73;7,27;0,24;;
15/04/20 22:00;13;7,81;0,74;6,68;;;
15/04/20 23:00;13;6,72;0,70;5,64;0,23;;
16/04/20 00:00;13;7,17;0,69;6,11;0,23;;
16/04/20 01:00;14;8,10;0,73;6,99;0,22;;
16/04/20 02:00;14;7,97;0,69;6,91;0,22;;
16/04/20 03:00;14;7,17;0,69;6,11;0,22;;
16/04/20 04:00;14;9,38;0,78;8,18;0,22;;
16/04/20 05:00;14;11,82;0,96;10,34;0,23;;
16/04/20 06:00;14;26,18;3,25;21,19;0,28;;
16/04/20 07:00;14;23,67;3,33;18,57;0,34;;
16/04/20 08:00;14;18,62;2,68;14,50;0,36;;
16/04/20 09:00;14;17,21;2,79;12,93;0,30;;
16/04/20 10:00;14;11,66;1,76;8,95;0,27;;
16/04/20 11:00;14;9,55;1,37;7,45;0,27;;
16/04/20 12:00;14;11,30;1,68;8,72;0,27;;
16/04/20 13:00;14;9,89;1,46;7,66;0,27;;
