ts;Station;CO;PM10;PM2.5;NO;NOx;NO2;NO3;O3;BENZENE
15/05/20 10:00;Barletta - Casardi;;64;16;1.67;16.20;13.64;;73.75;0.37
15/05/20 11:00;Barletta - Casardi;;64;16;1.49;14.93;12.66;;79.04;0.37
15/05/20 12:00;Barletta - Casardi;;64;16;1.46;15.23;13.00;;82.01;0.76
15/05/20 13:00;Barletta - Casardi;;64;16;1.36;14.17;12.08;;88.53;0.30
15/05/20 14:00;Barletta - Casardi;;64;16;0.57;8.90;8.01;;95.57;0.18
15/05/20 15:00;Barletta - Casardi;;64;16;0.31;9.44;8.98;;94.88;0.20
15/05/20 16:00;Barletta - Casardi;;64;16;0.39;11.34;10.75;;91.02;0.08
15/05/20 17:00;Barletta - Casardi;;64;16;0.75;17.10;15.95;;85.37;0.29
15/05/20 18:00;Barletta - Casardi;;64;16;1.02;23.58;22.02;;76.82;0.27
15/05/20 19:00;Barletta - Casardi;;64;16;0.47;22.43;21.70;;78.17;0.48
15/05/20 20:00;Barletta - Casardi;;64;16;0.36;24.25;23.71;;76.93;0.46
15/05/20 21:00;Barletta - Casardi;;64;16;0.29;16.00;15.57;;78.15;0.44
15/05/20 22:00;Barletta - Casardi;;64;16;0.27;10.79;10.38;;75.87;0.28
15/05/20 23:00;Barletta - Casardi;;64;16;0.32;8.32;7.82;;75.11;0.17
16/05/20 00:00;Barletta - Casardi;;64;16;0.18;6.21;5.94;;78.40;0.02
16/05/20 01:00;Barletta - Casardi;;42;11;0.17;6.23;5.96;;73.33;0.05
16/05/20 02:00;Barletta - Casardi;;42;11;0.16;5.50;5.28;;74.80;0.12
16/05/20 03:00;Barletta - Casardi;;42;11;0.23;6.42;6.06;;70.05;0.05
16/05/20 04:00;Barletta - Casardi;;42;11;0.32;6.50;6.00;;72.43;0.12
16/05/20 05:00;Barletta - Casardi;;42;11;0.32;11.39;10.90;;67.59;0.10
16/05/20 06:00;Barletta - Casardi;;42;11;0.99;19.11;17.59;;56.48;0.30
16/05/20 07:00;Barletta - Casardi;;42;11;6.78;51.05;40.66;;36.07;0.52
16/05/20 08:00;Barletta - Casardi;;42;11;5.79;47.76;38.88;;52.53;0.94
16/05/20 09:00;Barletta - Casardi;;42;11;2.64;25.97;21.91;;67.33;1.95
16/05/20 10:00;Barletta - Casardi;;42;11;1.71;15.79;13.17;;79.95;0.47
16/05/20 11:00;Barletta - Casardi;;42;11;1.30;12.68;10.69;;86.26;0.39
16/05/20 12:00;Barletta - Casardi;;42;11;1.12;11.59;9.88;;88.11;0.31
16/05/20 13:00;Barletta - Casardi;;42;11;0.83;8.25;6.98;;92.87;0.32
16/05/20 14:00;Barletta - Casardi;;42;11;0.44;4.86;4.18;;96.71;0.21
16/05/20 15:00;Barletta - Casardi;;42;11;0.28;5.06;4.62;;97.98;0.16
16/05/20 16:00;Barletta - Casardi;;42;11;0.47;6.13;5.41;;96.05;0.15
16/05/20 17:00;Barletta - Casardi;;42;11;0.30;5.64;5.20;;95.72;0.20
16/05/20 18:00;Barletta - Casardi;;42;11;0.45;7.55;6.86;;94.38;0.50
16/05/20 19:00;Barletta - Casardi;;42;11;0.29;8.14;7.70;;91.01;0.27
16/05/20 20:00;Barletta - Casardi;;42;11;0.13;9.28;9.12;;86.66;0.19
16/05/20 21:00;Barletta - Casardi;;42;11;0.20;10.54;10.23;;82.48;0.26
16/05/20 22:00;Barletta - Casardi;;42;11;0.27;11.19;10.77;;79.16;0.25
16/05/20 23:00;Barletta - Casardi;;42;11;0.10;9.48;9.36;;74.23;0.21
17/05/20 00:00;Barletta - Casardi;;42;11;0.20;10.17;9.86;;61.43;0.30
17/05/20 01:00;Barletta - Casardi;;39;13;0.30;8.48;8.02;;61.20;0.25
17/05/20 02:00;Barletta - Casardi;;39;13;0.16;6.20;6.02;;63.02;0.30
17/05/20 03:00;Barletta - Casardi;;39;13;;;;;62.58;0.23
17/05/20 04:00;Barletta - Casardi;;39;13;0.32;5.57;5.06;;63.36;0.18
17/05/20 05:00;Barletta - Casardi;;39;13;0.36;7.23;6.68;;;0.16
17/05/20 06:00;Barletta - Casardi;;39;13;0.44;7.55;6.88;;61.18;0.09
17/05/20 07:00;Barletta - Casardi;;39;13;0.71;9.99;8.91;;60.24;0.20
17/05/20 08:00;Barletta - Casardi;;39;13;1.21;15.22;13.35;;60.77;0.74
17/05/20 09:00;Barletta - Casardi;;39;13;1.72;16.86;14.23;;62.38;0.88
17/05/20 10:00;Barletta - Casardi;;39;13;1.28;12.76;10.79;;70.62;0.74
17/05/20 11:00;Barletta - Casardi;;39;13;0.90;10.78;9.39;;81.07;0.39
17/05/20 12:00;Barletta - Casardi;;39;13;0.94;10.41;8.97;;82.10;0.36
17/05/20 13:00;Barletta - Casardi;;39;13;0.68;9.94;8.89;;86.26;0.46
17/05/20 14:00;Barletta - Casardi;;39;13;0.35;6.36;5.82;;89.52;0.51
17/05/20 15:00;Barletta - Casardi;;39;13;0.24;5.23;4.88;;89.56;0.46
17/05/20 16:00;Barletta - Casardi;;39;13;0.44;7.81;7.15;;91.52;0.45
17/05/20 17:00;Barletta - Casardi;;39;13;0.38;6.09;5.49;;97.02;0.34
17/05/20 18:00;Barletta - Casardi;;39;13;0.44;9.56;8.89;;88.52;0.46
17/05/20 19:00;Barletta - Casardi;;39;13;0.47;15.47;14.77;;79.90;0.35
17/05/20 20:00;Barletta - Casardi;;39;13;0.18;14.50;14.23;;80.88;0.46
17/05/20 21:00;Barletta - Casardi;;39;13;0.35;15.13;14.60;;65.91;0.39
17/05/20 22:00;Barletta - Casardi;;39;13;0.27;19.29;18.87;;51.43;0.51
17/05/20 23:00;Barletta - Casardi;;39;13;0.29;24.54;24.08;;41.26;0.58
18/05/20 00:00;Barletta - Casardi;;39;13;0.61;25.11;24.17;;30.68;0.73
18/05/20 01:00;Barletta - Casardi;;35;14;0.27;20.26;19.88;;38.55;0.86
18/05/20 02:00;Barletta - Casardi;;35;14;0.27;17.56;17.15;;39.31;0.78
18/05/20 03:00;Barletta - Casardi;;35;14;0.38;18.88;18.30;;32.97;0.75
18/05/20 04:00;Barletta - Casardi;;35;14;0.41;22.61;21.97;;28.68;0.69
18/05/20 05:00;Barletta - Casardi;;35;14;1.42;32.09;29.91;;26.00;0.64
18/05/20 06:00;Barletta - Casardi;;35;14;1.80;24.23;21.47;;34.83;0.49
18/05/20 07:00;Barletta - Casardi;;35;14;2.66;20.90;16.82;;41.95;0.55
18/05/20 08:00;Barletta - Casardi;;35;14;1.98;18.67;15.62;;52.53;0.50
18/05/20 09:00;Barletta - Casardi;;35;14;2.03;19.04;15.92;;59.28;0.44
18/05/20 10:00;Barletta - Casardi;;35;14;2.22;19.37;15.96;;64.02;0.39
18/05/20 11:00;Barletta - Casardi;;35;14;1.55;15.77;13.39;;73.82;0.42
18/05/20 12:00;Barletta - Casardi;;35;14;1.88;19.59;16.71;;72.46;0.49
18/05/20 13:00;Barletta - Casardi;;35;14;1.29;17.98;16.01;;73.93;0.54
18/05/20 14:00;Barletta - Casardi;;35;14;0.57;6.80;5.92;;79.59;0.20
18/05/20 15:00;Barletta - Casardi;;35;14;0.76;10.67;9.51;;76.29;0.15
18/05/20 16:00;Barletta - Casardi;;35;14;0.64;10.51;9.54;;78.51;0.21
18/05/20 17:00;Barletta - Casardi;;35;14;0.42;10.97;10.33;;77.42;0.44
18/05/20 18:00;Barletta - Casardi;;35;14;0.68;20.97;19.93;;65.58;0.33
18/05/20 19:00;Barletta - Casardi;;35;14;0.33;13.18;12.66;;75.22;0.36
18/05/20 20:00;Barletta - Casardi;;35;14;0.28;9.28;8.88;;77.58;0.27
18/05/20 21:00;Barletta - Casardi;;35;14;0.23;10.74;10.39;;72.90;0.19
18/05/20 22:00;Barletta - Casardi;;35;14;0.37;15.66;15.09;;57.05;0.38
18/05/20 23:00;Barletta - Casardi;;35;14;0.27;11.52;11.11;;55.66;0.42
19/05/20 00:00;Barletta - Casardi;;35;14;0.23;7.41;7.06;;60.97;0.31
19/05/20 01:00;Barletta - Casardi;;43;19;0.31;6.30;5.84;;63.87;0.26
19/05/20 02:00;Barletta - Casardi;;43;19;0.33;5.47;4.96;;68.04;0.25
19/05/20 03:00;Barletta - Casardi;;43;19;;;;;70.55;0.21
19/05/20 04:00;Barletta - Casardi;;43;19;0.22;8.65;8.33;;65.28;0.19
19/05/20 05:00;Barletta - Casardi;;43;19;0.22;13.01;12.75;;;0.32
19/05/20 06:00;Barletta - Casardi;;43;19;0.83;26.62;25.34;;40.93;0.48
19/05/20 07:00;Barletta - Casardi;;43;19;1.24;28.08;26.18;;44.13;0.54
19/05/20 08:00;Barletta - Casardi;;43;19;2.04;27.86;24.74;;45.92;0.72
19/05/20 09:00;Barletta - Casardi;;43;19;1.69;24.33;21.73;;51.96;0.63
19/05/20 10:00;Barletta - Casardi;;43;19;1.32;19.59;17.57;;61.44;0.62
19/05/20 11:00;Barletta - Casardi;;43;19;2.07;22.63;19.45;;63.33;0.53
19/05/20 12:00;Barletta - Casardi;;43;19;1.81;19.82;17.04;;64.88;0.63
19/05/20 13:00;Barletta - Casardi;;43;19;1.48;17.18;14.91;;72.41;0.65
19/05/20 14:00;Barletta - Casardi;;43;19;0.92;13.71;12.31;;72.77;0.41
19/05/20 15:00;Barletta - Casardi;;43;19;1.68;26.71;24.14;;62.80;0.57
